c Minimum Spanning Tree
c
c nodes:  500 ; arcs:  6000 ; cost range:  -5 - 10
c
p mst  500 6000
e  0 1 7
e  1 2 7
e  1 3 0
e  0 4 4
e  3 5 3
e  2 6 5
e  1 7 -3
e  6 8 8
e  4 9 4
e  1 10 -5
e  7 11 8
e  1 12 5
e  4 13 9
e  3 14 10
e  13 15 0
e  14 16 -1
e  7 17 -3
e  16 18 6
e  8 19 0
e  10 20 9
e  10 21 -1
e  9 22 7
e  13 23 -3
e  23 24 -1
e  18 25 -5
e  8 26 2
e  24 27 -5
e  11 28 4
e  23 29 0
e  24 30 -2
e  30 31 9
e  3 32 8
e  10 33 0
e  21 34 4
e  0 35 -2
e  16 36 10
e  14 37 6
e  20 38 5
e  36 39 9
e  6 40 9
e  0 41 0
e  12 42 -1
e  39 43 -3
e  10 44 -2
e  20 45 3
e  28 46 1
e  23 47 6
e  3 48 -3
e  44 49 3
e  21 50 1
e  13 51 5
e  4 52 -3
e  5 53 2
e  18 54 -2
e  42 55 -2
e  55 56 -1
e  15 57 10
e  3 58 2
e  9 59 -1
e  51 60 7
e  22 61 -2
e  18 62 6
e  48 63 -3
e  52 64 1
e  10 65 2
e  49 66 5
e  56 67 9
e  9 68 -5
e  60 69 5
e  40 70 5
e  29 71 4
e  4 72 3
e  46 73 -5
e  12 74 -5
e  23 75 4
e  47 76 -5
e  36 77 1
e  1 78 5
e  61 79 10
e  68 80 7
e  78 81 -5
e  59 82 0
e  20 83 3
e  52 84 3
e  14 85 10
e  13 86 6
e  30 87 10
e  49 88 -2
e  59 89 10
e  49 90 9
e  62 91 2
e  40 92 -5
e  74 93 7
e  74 94 6
e  42 95 -5
e  5 96 7
e  89 97 -2
e  1 98 -5
e  88 99 10
e  14 100 2
e  34 101 -5
e  56 102 7
e  24 103 -1
e  29 104 -5
e  30 105 -2
e  70 106 4
e  0 107 10
e  71 108 -4
e  73 109 -3
e  22 110 3
e  30 111 0
e  33 112 8
e  106 113 -1
e  19 114 -3
e  108 115 2
e  105 116 2
e  102 117 1
e  111 118 9
e  85 119 7
e  30 120 8
e  59 121 -5
e  82 122 -3
e  117 123 -1
e  75 124 9
e  111 125 -2
e  104 126 -3
e  33 127 10
e  62 128 7
e  30 129 -3
e  11 130 8
e  90 131 -4
e  99 132 -1
e  31 133 8
e  67 134 3
e  108 135 -4
e  90 136 -3
e  7 137 -5
e  76 138 -2
e  127 139 8
e  92 140 1
e  68 141 9
e  136 142 9
e  140 143 -1
e  50 144 8
e  106 145 -2
e  99 146 10
e  94 147 7
e  14 148 -2
e  147 149 -5
e  79 150 5
e  60 151 -5
e  66 152 -2
e  50 153 -2
e  65 154 5
e  150 155 -3
e  5 156 2
e  145 157 6
e  21 158 -4
e  47 159 -4
e  144 160 -4
e  110 161 -2
e  53 162 3
e  10 163 -2
e  73 164 7
e  85 165 4
e  145 166 10
e  156 167 1
e  6 168 6
e  67 169 0
e  70 170 3
e  155 171 3
e  155 172 0
e  126 173 -5
e  134 174 8
e  103 175 8
e  22 176 3
e  129 177 1
e  160 178 4
e  53 179 6
e  171 180 5
e  156 181 1
e  159 182 -4
e  119 183 6
e  176 184 3
e  174 185 -1
e  132 186 7
e  148 187 -3
e  84 188 2
e  2 189 3
e  181 190 1
e  111 191 0
e  173 192 8
e  147 193 8
e  107 194 9
e  145 195 4
e  157 196 10
e  193 197 -3
e  12 198 10
