c Minimum Spanning Tree
c
c nodes:  2000 ; arcs:  20000 ; cost range:  -5 - 10
c
p mst  2000 20000
e  0 1 7
e  0 2 -1
e  1 3 7
e  0 4 1
e  1 5 0
e  5 6 7
e  6 7 3
e  3 8 4
e  6 9 5
e  7 10 8
e  0 11 -1
e  5 12 4
e  10 13 -1
e  5 14 -5
e  2 15 8
e  3 16 5
e  1 17 -4
e  9 18 -5
e  10 19 9
e  19 20 1
e  13 21 3
e  7 22 9
e  20 23 9
e  16 24 7
e  23 25 6
e  14 26 1
e  22 27 2
e  7 28 5
e  26 29 -4
e  18 30 9
e  8 31 -1
e  14 32 2
e  16 33 10
e  27 34 6
e  12 35 5
e  22 36 -1
e  26 37 3
e  19 38 8
e  27 39 2
e  31 40 2
e  11 41 1
e  27 42 -2
e  24 43 9
e  30 44 0
e  7 45 10
e  38 46 8
e  20 47 3
e  34 48 5
e  37 49 0
e  14 50 10
e  47 51 -1
e  48 52 4
e  8 53 -3
e  53 54 9
e  38 55 -1
e  21 56 8
e  18 57 -1
e  46 58 1
e  57 59 10
e  12 60 10
e  14 61 -3
e  31 62 9
e  37 63 0
e  51 64 4
e  45 65 6
e  26 66 5
e  20 67 -4
e  23 68 10
e  59 69 9
e  32 70 4
e  61 71 8
e  38 72 -3
e  12 73 0
e  49 74 -2
e  44 75 2
e  12 76 1
e  18 77 -1
e  31 78 -4
e  31 79 -5
e  15 80 5
e  71 81 10
e  19 82 -2
e  32 83 5
e  0 84 1
e  36 85 1
e  35 86 7
e  44 87 -1
e  85 88 10
e  48 89 -3
e  34 90 -2
e  88 91 -2
e  69 92 -4
e  53 93 7
e  6 94 -1
e  36 95 0
e  21 96 10
e  56 97 2
e  93 98 1
e  26 99 -1
e  55 100 -2
e  49 101 -3
e  82 102 8
e  60 103 9
e  5 104 -3
e  77 105 4
e  11 106 2
e  39 107 -1
e  73 108 -2
e  71 109 -1
e  96 110 3
e  90 111 4
e  65 112 8
e  52 113 2
e  11 114 -2
e  51 115 4
e  41 116 3
e  74 117 10
e  49 118 1
e  38 119 -3
e  103 120 4
e  62 121 9
e  35 122 6
