c Minimum Spanning Tree
c
c nodes:  1000 ; arcs:  10000 ; cost range:  -5 - 10
c
p mst  1000 10000
e  0 1 9
e  0 2 6
e  1 3 3
e  2 4 4
e  2 5 6
e  1 6 8
e  3 7 5
e  7 8 1
e  6 9 1
e  1 10 7
e  4 11 7
e  8 12 8
e  1 13 3
e  11 14 -1
e  12 15 4
e  6 16 -1
e  3 17 1
e  2 18 10
e  4 19 9
e  4 20 5
e  1 21 -1
e  10 22 -5
e  4 23 -3
e  20 24 3
e  1 25 2
e  11 26 -5
e  3 27 4
e  19 28 8
e  7 29 0
e  19 30 1
e  22 31 -2
e  23 32 -5
e  8 33 6
e  31 34 7
e  29 35 0
e  2 36 9
e  26 37 0
e  4 38 5
e  20 39 6
e  35 40 7
e  22 41 -3
e  19 42 9
e  21 43 -4
e  36 44 -2
e  15 45 6
e  41 46 4
e  24 47 3
e  37 48 -1
e  23 49 -2
e  39 50 -2
e  30 51 0
e  17 52 -4
e  15 53 10
e  53 54 -5
e  21 55 -2
e  38 56 -2
e  29 57 8
e  24 58 10
e  46 59 -3
e  41 60 0
e  3 61 -4
e  51 62 1
e  3 63 -2
e  43 64 4
e  27 65 -5
e  16 66 6
e  37 67 10
e  42 68 8
e  16 69 8
e  0 70 5
e  45 71 9
e  60 72 8
e  39 73 -2
e  72 74 1
e  24 75 9
e  25 76 0
e  16 77 6
e  37 78 7
e  69 79 7
e  32 80 9
e  23 81 -1
e  68 82 1
e  21 83 2
e  49 84 -5
e  29 85 6
e  2 86 -4
e  80 87 5
e  29 88 2
e  81 89 -5
e  61 90 9
e  87 91 2
e  75 92 -1
e  83 93 9
e  34 94 4
e  13 95 -3
e  55 96 -1
e  62 97 5
e  9 98 -3
e  83 99 5
e  87 100 1
e  94 101 -4
e  24 102 10
e  30 103 -2
e  25 104 -2
e  3 105 8
e  96 106 5
e  2 107 -5
e  5 108 -4
e  50 109 -3
e  3 110 8
e  106 111 8
e  39 112 6
e  85 113 -5
e  49 114 8
e  61 115 10
e  1 116 -2
e  112 117 -2
e  28 118 -5
e  51 119 9
e  111 120 7
e  4 121 2
e  61 122 2
e  18 123 5
e  102 124 10
e  113 125 10
e  122 126 9
e  117 127 6
e  99 128 2
e  81 129 5
e  18 130 3
e  67 131 2
e  78 132 9
e  29 133 3
e  104 134 6
e  54 135 -5
e  91 136 2
e  60 137 9
e  134 138 0
e  82 139 -4
e  20 140 -2
e  97 141 9
e  11 142 -2
e  15 143 5
e  96 144 1
e  129 145 -4
e  132 146 -1
e  107 147 -3
e  143 148 -1
e  11 149 8
e  81 150 2
e  61 151 0
e  22 152 -5
e  39 153 5
e  151 154 10
e  143 155 -4
e  20 156 0
e  112 157 6
e  131 158 8
e  61 159 7
e  36 160 6
e  84 161 5
e  150 162 10
e  101 163 0
e  162 164 -4
e  88 165 5
e  11 166 8
e  65 167 -1
e  113 168 4
e  4 169 6
e  148 170 5
e  139 171 6
e  40 172 0
e  125 173 5
e  25 174 3
e  164 175 6
e  49 176 7
e  39 177 7
e  46 178 9
e  176 179 -5
e  62 180 -5
e  100 181 -2
e  93 182 8
e  58 183 4
e  62 184 -2
e  110 185 8
e  98 186 -5
e  184 187 6
e  145 188 -3
e  163 189 3
e  11 190 4
e  88 191 -5
e  177 192 8
e  151 193 3
e  161 194 8
e  172 195 -1
e  184 196 7
e  190 197 9
e  195 198 5
e  112 199 -2
e  110 200 6
e  21 201 6
e  83 202 5
e  144 203 9
e  143 204 -4
e  55 205 8
e  186 206 8
e  10 207 -2
e  129 208 8
e  155 209 10
e  165 210 -4
e  203 211 1
e  109 212 -2
e  46 213 7
e  164 214 10
e  27 215 -1
e  196 216 -2
e  188 217 -5
e  119 218 6
e  160 219 4
e  159 220 1
e  54 221 -3
e  114 222 -4
e  108 223 -3
e  34 224 0
e  191 225 -1
e  76 226 9
e  12 227 6
e  174 228 9
e  32 229 8
e  224 230 0
e  92 231 9
e  202 232 -5
e  138 233 10
e  162 234 7
e  97 235 -5
e  163 236 10
e  74 237 9
e  52 238 -2
e  177 239 9
e  96 240 4
e  50 241 0
e  35 242 -2
e  238 243 -4
e  6 244 3
e  186 245 0
e  238 246 -5
e  8 247 -2
e  148 248 5
e  176 249 3
e  66 250 2
e  131 251 4
e  124 252 -2
e  122 253 9
e  187 254 4
e  45 255 8
e  56 256 -2
e  17 257 -1
e  77 258 -3
e  188 259 9
e  78 260 3
e  115 261 -3
e  61 262 0
e  148 263 -5
e  188 264 4
e  255 265 -2
e  235 266 5
e  132 267 4
e  95 268 9
e  54 269 7
e  6 270 -1
e  134 271 4
e  55 272 9
e  61 273 -3
e  22 274 5
e  266 275 0
e  124 276 -4
e  119 277 5
e  216 278 6
e  102 279 8
e  209 280 2
e  222 281 10
e  174 282 4
e  188 283 0
e  110 284 3
e  254 285 4
e  89 286 10
e  135 287 -4
e  14 288 6
e  88 289 1
e  115 290 6
e  158 291 9
e  30 292 10
e  213 293 -4
e  47 294 5
e  48 295 9
e  259 296 4
e  182 297 2
e  117 298 -4
e  182 299 6
e  20 300 3
e  66 301 3
e  287 302 -4
e  60 303 -2
e  167 304 7
e  63 305 6
e  288 306 10
e  154 307 -4
e  301 308 -1
e  295 309 3
e  257 310 7
e  85 311 2
e  215 312 3
e  296 313 10
e  82 314 2
e  307 315 5
e  134 316 4
e  96 317 0
e  71 318 -4
e  141 319 7
e  309 320 -2
e  16 321 6
e  89 322 0
e  56 323 9
e  131 324 -5
e  290 325 -4
e  148 326 -3
e  209 327 -1
e  7 328 0
e  153 329 2
e  34 330 0
e  203 331 5
e  66 332 9
e  273 333 1
e  257 334 8
e  2 335 8
e  184 336 9
e  185 337 -5
e  177 338 0
e  263 339 -3
e  186 340 5
e  174 341 10
e  174 342 -1
e  117 343 0
e  71 344 -4
e  309 345 7
e  183 346 -5
e  17 347 2
e  337 348 7
e  232 349 0
e  156 350 -5
e  249 351 4
e  248 352 -4
e  340 353 8
e  221 354 10
e  165 355 3
e  353 356 10
e  217 357 10
e  11 358 4
e  228 359 -3
e  189 360 5
e  99 361 5
e  103 362 8
e  356 363 -1
e  113 364 -5
e  363 365 9
e  29 366 -2
e  160 367 9
e  154 368 -2
e  239 369 6
e  161 370 -4
e  82 371 6
e  138 372 -1
e  102 373 7
e  320 374 -1
e  317 375 -3
e  364 376 8
e  247 377 5
e  259 378 -5
e  336 379 -2
e  251 380 -4
e  70 381 -2
e  234 382 2
e  208 383 -3
e  110 384 -1
e  120 385 -4
e  215 386 3
e  356 387 5
e  45 388 10
e  168 389 8
e  211 390 3
e  149 391 4
e  354 392 -4
e  270 393 4
e  251 394 9
e  233 395 -4
e  318 396 0
e  160 397 4
e  37 398 10
e  376 399 0
e  47 400 4
e  175 401 0
e  400 402 4
e  248 403 6
e  217 404 3
e  39 405 9
e  142 406 4
e  265 407 4
e  70 408 5
e  307 409 5
e  291 410 10
e  252 411 -1
e  61 412 -2
e  33 413 7
e  121 414 7
e  239 415 -5
e  40 416 1
e  72 417 -3
e  160 418 7
e  272 419 -2
e  370 420 7
e  213 421 4
e  389 422 4
e  296 423 6
e  287 424 -3
e  381 425 4
e  213 426 -1
e  372 427 2
e  275 428 0
e  301 429 4
e  232 430 0
e  195 431 -1
e  412 432 -3
e  298 433 -1
e  112 434 6
e  399 435 10
e  295 436 6
e  172 437 -1
e  324 438 7
e  200 439 7
e  42 440 0
e  410 441 1
e  134 442 1
e  66 443 5
e  67 444 6
e  94 445 8
e  64 446 8
