c Minimum Spanning Tree
c
c nodes:  1000 ; arcs:  4000 ; cost range:  -5 - 10
c
p mst  1000 4000
e  0 1 8
e  0 2 -5
e  2 3 -4
e  2 4 8
e  2 5 5
e  4 6 6
e  1 7 8
e  2 8 -3
e  0 9 -3
e  4 10 -3
e  1 11 3
e  9 12 -3
e  7 13 0
e  10 14 8
e  4 15 -4
e  14 16 6
e  10 17 6
e  1 18 -3
e  8 19 7
e  5 20 5
e  8 21 -1
e  20 22 -1
e  8 23 -5
e  2 24 1
e  14 25 1
e  21 26 0
e  20 27 10
e  9 28 9
e  12 29 -4
e  28 30 0
e  25 31 9
e  23 32 0
e  18 33 -5
e  6 34 3
e  32 35 10
e  26 36 -3
e  18 37 -2
e  18 38 -3
e  34 39 1
e  6 40 6
e  14 41 2
e  25 42 -3
e  34 43 0
e  42 44 -5
e  33 45 9
e  2 46 -1
e  43 47 0
e  10 48 9
e  43 49 5
e  31 50 5
e  8 51 5
e  29 52 7
e  51 53 8
e  32 54 -1
e  26 55 -5
e  20 56 -2
e  36 57 7
e  42 58 2
e  49 59 8
e  24 60 10
e  18 61 -4
e  30 62 -3
e  10 63 3
e  23 64 -2
e  16 65 -1
e  57 66 -2
e  0 67 2
e  27 68 10
e  44 69 5
e  49 70 8
e  53 71 -1
e  13 72 5
e  14 73 10
e  11 74 -1
e  72 75 0
e  60 76 5
e  27 77 10
e  16 78 9
e  26 79 -4
e  43 80 -1
e  68 81 -3
e  40 82 2
e  43 83 1
e  35 84 9
e  3 85 10
e  12 86 -3
e  78 87 5
e  85 88 8
e  78 89 1
e  20 90 4
e  75 91 -4
e  76 92 -2
e  39 93 6
e  39 94 -3
e  84 95 -1
e  59 96 4
e  87 97 9
e  87 98 8
e  63 99 6
e  35 100 9
e  3 101 -3
e  86 102 10
e  17 103 -3
e  20 104 -3
e  21 105 9
e  23 106 4
e  5 107 -3
e  68 108 8
e  92 109 10
e  13 110 1
e  84 111 3
e  108 112 0
e  45 113 -1
e  3 114 3
e  38 115 1
e  90 116 10
e  60 117 -5
e  80 118 4
e  89 119 1
e  57 120 2
e  18 121 -3
e  9 122 3
e  81 123 -4
e  88 124 2
e  118 125 -1
e  80 126 0
e  90 127 3
e  86 128 9
e  76 129 6
e  63 130 7
e  83 131 7
e  6 132 4
e  115 133 4
e  51 134 -1
e  114 135 0
e  42 136 8
e  110 137 10
e  38 138 -1
e  37 139 7
e  92 140 -1
e  115 141 -3
e  77 142 -2
e  89 143 -5
e  1 144 0
e  33 145 2
e  14 146 -4
e  30 147 4
e  58 148 10
e  135 149 3
e  45 150 9
e  5 151 6
e  76 152 6
e  94 153 1
e  44 154 3
e  45 155 -2
e  86 156 3
e  46 157 5
e  56 158 9
e  132 159 -5
e  74 160 5
e  99 161 -4
e  2 162 8
e  16 163 -1
e  53 164 7
e  28 165 -4
e  128 166 -2
e  81 167 -2
e  29 168 -5
e  20 169 -3
e  50 170 6
e  133 171 0
e  84 172 -3
e  132 173 6
e  21 174 -3
e  170 175 1
e  33 176 -3
e  113 177 -5
e  73 178 -4
e  132 179 -1
e  66 180 4
e  7 181 9
e  171 182 2
e  115 183 8
e  145 184 -2
e  19 185 2
e  62 186 3
e  68 187 -5
e  68 188 2
