c Minimum Spanning Tree
c
c nodes:  500 ; arcs:  2000 ; cost range:  -5 - 10
c
p mst  500 2000
e  0 1 3
e  1 2 0
e  0 3 10
e  0 4 -4
e  1 5 8
e  2 6 -5
e  6 7 3
e  4 8 1
e  6 9 6
e  5 10 -4
e  0 11 1
e  1 12 6
e  12 13 10
e  0 14 1
e  12 15 5
e  2 16 9
e  12 17 -3
e  2 18 0
e  7 19 3
e  10 20 7
e  15 21 8
e  10 22 10
e  12 23 1
e  23 24 10
e  1 25 5
e  21 26 6
e  23 27 9
e  14 28 10
e  8 29 -5
e  22 30 -4
e  2 31 -5
e  14 32 1
e  23 33 6
e  15 34 6
e  32 35 1
e  21 36 5
e  34 37 4
e  14 38 -2
e  37 39 6
e  19 40 2
e  31 41 10
e  34 42 -2
e  19 43 7
e  18 44 8
e  33 45 8
e  34 46 -4
e  15 47 -2
e  1 48 -1
e  37 49 9
e  23 50 -3
e  32 51 6
e  5 52 4
e  14 53 3
e  51 54 5
e  24 55 3
e  24 56 -2
e  12 57 0
e  39 58 1
e  12 59 10
e  56 60 3
e  58 61 -4
e  39 62 2
e  8 63 5
e  20 64 -2
e  28 65 -2
e  45 66 8
e  11 67 10
e  40 68 7
e  30 69 -4
e  36 70 9
e  33 71 8
e  17 72 -2
e  68 73 8
e  34 74 7
e  33 75 -2
e  43 76 1
e  30 77 6
e  74 78 -3
e  14 79 8
e  27 80 6
e  51 81 5
e  55 82 8
e  34 83 -3
e  66 84 10
e  73 85 3
e  80 86 8
e  56 87 5
e  4 88 -4
e  60 89 7
e  54 90 1
e  63 91 -2
e  76 92 10
e  26 93 -1
e  42 94 7
e  65 95 0
e  93 96 0
e  23 97 6
e  57 98 8
e  88 99 3
e  56 100 5
e  54 101 -2
e  19 102 10
e  8 103 9
e  57 104 4
e  93 105 -4
e  73 106 1
e  101 107 -4
e  28 108 5
e  32 109 7
e  36 110 -5
e  56 111 3
e  23 112 6
e  86 113 -3
e  22 114 1
e  54 115 1
e  109 116 -3
e  78 117 8
e  49 118 0
e  69 119 9
e  1 120 -5
e  90 121 7
e  63 122 3
e  49 123 9
e  42 124 8
e  121 125 -4
e  111 126 3
e  8 127 7
e  77 128 7
e  108 129 7
e  66 130 0
e  124 131 4
e  93 132 5
e  55 133 -2
e  26 134 1
e  45 135 4
e  58 136 -1
e  131 137 1
e  71 138 2
e  91 139 -4
e  46 140 1
e  87 141 7
e  51 142 -2
e  136 143 -4
e  122 144 7
e  29 145 3
e  20 146 10
e  100 147 -1
e  97 148 -1
e  104 149 8
e  63 150 3
e  93 151 6
e  92 152 5
e  105 153 1
e  101 154 5
e  69 155 1
e  109 156 -1
e  124 157 2
e  130 158 3
e  90 159 6
e  153 160 7
e  20 161 8
e  29 162 -5
e  43 163 3
e  89 164 10
e  158 165 -3
e  103 166 0
e  138 167 5
e  85 168 0
e  18 169 10
e  48 170 2
e  170 171 -1
e  62 172 4
e  44 173 0
e  75 174 -2
e  168 175 -3
e  13 176 -4
e  79 177 8
e  130 178 -1
e  32 179 7
e  52 180 0
e  78 181 10
e  151 182 3
e  39 183 -2
e  76 184 -3
