c Minimum Spanning Tree
c
c nodes:  80 ; arcs:  200 ; cost range:  -5 - 10
c
p mst  80 200
e  0 1 10
e  0 2 2
e  0 3 -1
e  3 4 -2
e  3 5 -1
e  2 6 -2
e  3 7 10
e  0 8 -5
e  7 9 -4
e  1 10 4
e  5 11 4
e  8 12 0
e  10 13 -2
e  1 14 10
e  7 15 -2
e  12 16 1
e  8 17 4
e  10 18 9
e  18 19 -3
e  14 20 6
e  8 21 7
e  9 22 5
e  20 23 7
e  22 24 1
e  14 25 4
e  14 26 -5
e  4 27 7
e  27 28 9
e  21 29 -2
e  15 30 0
e  24 31 0
e  0 32 -3
e  29 33 0
e  4 34 3
e  31 35 5
e  14 36 6
e  15 37 -4
e  2 38 4
e  13 39 -3
e  9 40 3
e  4 41 -3
e  35 42 6
e  5 43 10
e  30 44 8
e  15 45 -5
e  35 46 6
e  8 47 6
e  20 48 -5
e  14 49 5
e  21 50 9
e  47 51 7
e  49 52 8
e  51 53 8
e  15 54 4
e  17 55 -4
e  18 56 5
e  26 57 -3
e  32 58 10
e  49 59 -5
e  20 60 1
e  30 61 -5
e  53 62 7
e  25 63 2
e  44 64 -1
e  63 65 3
e  29 66 0
e  40 67 -4
e  54 68 4
e  58 69 1
e  27 70 5
e  10 71 2
e  65 72 -5
e  12 73 2
e  44 74 -2
e  5 75 -5
e  43 76 4
e  19 77 -5
e  48 78 1
e  13 79 4
e  54 57 7
e  38 46 8
e  36 66 3
e  58 67 1
e  53 58 -1
e  28 46 1
e  12 74 2
e  17 25 6
e  5 13 7
e  25 66 4
e  4 28 4
e  39 65 -1
e  30 53 -3
e  33 37 2
e  9 47 -1
e  10 54 3
e  33 70 3
e  6 52 3
e  32 53 10
e  4 29 3
e  37 41 8
e  44 73 -5
e  9 64 3
e  24 58 8
e  66 69 3
e  32 45 2
e  27 47 5
e  0 31 3
e  2 29 7
e  53 63 -5
e  14 31 -1
e  12 75 9
e  43 52 1
e  0 48 -3
e  28 55 -5
e  53 72 0
e  13 76 2
e  22 60 -1
e  6 33 10
e  33 58 10
e  27 29 1
e  59 63 1
e  4 52 2
e  11 72 9
e  19 30 -2
e  16 23 -3
e  14 43 4
e  10 65 6
e  8 37 1
e  7 76 3
e  39 64 7
e  69 76 9
e  39 45 5
e  25 38 7
e  35 43 0
e  15 57 7
e  39 43 7
e  75 77 -2
e  14 57 -5
e  2 58 10
e  34 42 -4
e  51 66 4
e  58 64 1
e  45 64 7
e  8 64 7
e  16 63 5
e  31 41 10
e  17 59 7
e  6 57 10
e  34 75 9
e  19 56 6
e  12 62 -2
e  5 52 8
e  38 58 10
e  41 56 1
e  52 75 7
e  10 29 6
e  36 63 10
e  23 37 2
e  3 26 8
e  22 29 5
e  20 72 5
e  4 36 5
e  21 54 -1
e  43 44 4
e  15 39 -2
e  19 51 -1
e  29 65 4
e  39 57 -5
e  32 68 -1
e  60 79 5
e  45 71 10
e  60 71 8
e  27 31 0
e  25 56 -3
e  42 45 -3
e  23 58 -5
e  62 71 -3
e  42 58 9
e  54 63 2
e  35 44 -3
e  41 64 0
e  33 63 -4
e  48 51 3
e  31 73 3
e  6 78 -3
e  6 70 -2
e  50 57 -2
e  32 33 -3
e  29 63 -4
e  9 29 -1
e  34 77 -5
e  21 32 9
e  36 56 -4
e  15 74 9
e  4 73 5
e  39 77 7
e  16 59 5
e  36 70 -2
e  4 37 -1
e  50 54 0
