c Minimum Spanning Tree
c
c nodes:  500 ; arcs:  4000 ; cost range:  -5 - 10
c
p mst  500 4000
e  0 1 -1
e  1 2 2
e  1 3 1
e  1 4 -4
e  1 5 -3
e  2 6 -5
e  2 7 0
e  1 8 8
e  0 9 -5
e  3 10 10
e  7 11 -4
e  7 12 2
e  10 13 8
e  12 14 10
e  10 15 -5
e  1 16 10
e  3 17 0
e  10 18 1
e  6 19 -1
e  5 20 7
e  2 21 6
e  21 22 -2
e  12 23 3
e  2 24 0
e  23 25 6
e  23 26 -1
e  5 27 7
e  4 28 8
e  23 29 -3
e  25 30 7
e  0 31 10
e  26 32 -5
e  29 33 -4
e  4 34 -5
e  2 35 -3
e  3 36 4
e  17 37 9
e  15 38 4
e  29 39 -5
e  4 40 7
e  33 41 10
e  2 42 1
e  8 43 9
e  15 44 0
e  42 45 1
e  30 46 1
e  26 47 0
e  0 48 4
e  29 49 6
e  1 50 10
e  20 51 2
e  49 52 -1
e  46 53 -4
e  49 54 -5
e  6 55 -3
e  17 56 7
e  17 57 -1
e  32 58 4
e  18 59 -5
e  15 60 -5
e  50 61 7
e  5 62 1
e  13 63 4
e  54 64 2
e  28 65 7
e  43 66 6
e  16 67 -5
e  22 68 8
e  62 69 10
e  47 70 5
e  0 71 8
e  55 72 0
e  57 73 3
e  15 74 7
e  56 75 4
e  44 76 8
e  46 77 -1
e  48 78 7
e  78 79 -5
e  8 80 -4
e  74 81 -1
e  52 82 6
e  10 83 2
e  81 84 9
e  42 85 -3
e  41 86 8
e  18 87 3
e  28 88 4
e  61 89 0
e  6 90 10
e  88 91 2
e  15 92 -4
e  1 93 -2
e  93 94 2
e  45 95 -4
e  57 96 8
e  63 97 2
e  18 98 9
e  56 99 0
e  49 100 6
e  55 101 6
e  88 102 10
e  83 103 0
e  20 104 -4
e  78 105 -5
e  10 106 6
e  45 107 -2
e  103 108 -2
e  22 109 7
e  33 110 -3
e  17 111 10
e  107 112 2
e  34 113 -3
e  37 114 -3
e  11 115 5
e  109 116 9
e  61 117 -2
e  114 118 4
e  28 119 4
e  1 120 8
e  35 121 4
e  78 122 -2
e  19 123 9
e  49 124 9
e  111 125 3
e  23 126 2
e  100 127 6
e  41 128 10
e  56 129 6
e  57 130 2
e  51 131 9
e  28 132 8
e  86 133 -4
e  30 134 6
e  123 135 -1
e  132 136 0
e  107 137 5
e  74 138 9
e  126 139 -2
e  48 140 4
e  48 141 8
e  117 142 9
e  131 143 1
e  94 144 4
e  94 145 3
e  37 146 1
e  98 147 5
e  12 148 -5
e  144 149 -5
e  88 150 -4
e  49 151 1
e  140 152 5
e  106 153 8
e  77 154 7
e  111 155 10
e  57 156 -1
e  76 157 2
e  155 158 -1
e  43 159 4
e  76 160 5
e  24 161 6
e  47 162 -2
e  113 163 -1
e  135 164 -4
e  116 165 1
e  95 166 -5
e  129 167 -4
e  142 168 -4
e  21 169 8
e  73 170 6
e  95 171 4
e  149 172 6
e  140 173 -1
e  2 174 6
e  100 175 6
e  130 176 5
e  71 177 -1
e  112 178 -2
e  139 179 -4
e  175 180 10
e  15 181 -1
e  124 182 2
e  35 183 4
e  1 184 10
e  108 185 9
e  127 186 5
e  105 187 1
e  132 188 -4
e  116 189 2
e  23 190 0
e  178 191 4
e  125 192 9
e  135 193 -3
e  58 194 6
e  173 195 -5
e  34 196 -2
e  181 197 8
e  43 198 -4
e  56 199 -5
e  17 200 -1
e  187 201 2
e  66 202 6
e  63 203 9
e  132 204 7
e  177 205 6
e  77 206 0
e  148 207 5
e  170 208 5
e  112 209 3
e  187 210 4
e  68 211 5
e  115 212 -4
e  64 213 -2
e  88 214 -2
e  66 215 0
e  52 216 9
e  99 217 3
e  153 218 8
e  96 219 -4
e  69 220 3
e  166 221 10
e  44 222 8
e  216 223 6
e  190 224 -1
e  95 225 9
e  165 226 -4
e  4 227 7
e  52 228 -2
e  19 229 3
e  220 230 8
e  36 231 0
e  231 232 4
e  121 233 4
e  162 234 9
e  210 235 1
e  196 236 0
e  114 237 -5
e  74 238 0
e  36 239 7
e  202 240 -3
e  149 241 4
e  3 242 6
e  77 243 7
e  76 244 9
e  211 245 -2
e  97 246 6
e  6 247 8
e  173 248 7
e  229 249 -1
e  84 250 6
e  229 251 -5
e  238 252 -5
e  138 253 -5
e  94 254 0
e  215 255 -1
e  226 256 -3
e  76 257 -2
e  142 258 2
e  104 259 8
e  69 260 -3
e  175 261 9
e  56 262 -3
e  89 263 -3
e  153 264 1
e  163 265 -2
e  135 266 3
e  1 267 0
e  250 268 10
e  40 269 5
e  267 270 5
e  98 271 9
e  121 272 10
e  30 273 -3
e  138 274 5
e  241 275 -3
e  11 276 -3
e  85 277 2
e  199 278 -5
e  246 279 0
e  9 280 -4
e  172 281 7
e  263 282 4
e  28 283 -5
e  117 284 -4
e  172 285 -3
e  40 286 4
e  228 287 10
e  255 288 0
e  90 289 9
e  205 290 7
e  34 291 4
e  265 292 -2
e  230 293 -5
e  169 294 6
e  121 295 6
e  122 296 7
e  137 297 8
e  265 298 -2
e  269 299 9
e  176 300 -2
e  121 301 5
e  148 302 2
e  291 303 7
e  3 304 1
e  304 305 7
e  53 306 9
e  298 307 -4
e  249 308 6
e  152 309 9
e  12 310 4
e  191 311 5
e  15 312 -1
e  44 313 -1
e  109 314 -1
e  219 315 7
e  270 316 10
e  291 317 7
e  156 318 -5
e  13 319 4
e  176 320 7
e  173 321 9
e  1 322 8
e  276 323 -4
e  186 324 3
e  7 325 -2
e  82 326 7
e  319 327 -4
e  7 328 9
e  197 329 1
e  109 330 0
e  192 331 -1
e  6 332 6
e  230 333 2
e  94 334 10
e  217 335 5
e  171 336 3
e  334 337 -4
e  159 338 -5
e  134 339 2
e  19 340 3
e  331 341 -2
e  176 342 1
e  96 343 1
e  235 344 -5
e  125 345 3
e  172 346 3
e  10 347 9
e  312 348 6
e  266 349 4
e  34 350 3
e  77 351 3
e  257 352 0
e  335 353 6
e  50 354 0
e  152 355 9
e  161 356 -2
e  68 357 4
e  291 358 5
e  208 359 -4
e  74 360 0
e  209 361 7
e  112 362 9
e  222 363 3
e  50 364 4
e  123 365 3
e  335 366 1
e  6 367 7
e  275 368 2
e  313 369 -5
e  164 370 10
e  265 371 4
e  177 372 9
e  239 373 8
e  346 374 -1
e  184 375 1
e  293 376 -4
e  356 377 6
e  71 378 0
e  86 379 5
e  77 380 -1
e  47 381 -5
e  201 382 7
e  269 383 1
e  377 384 8
e  283 385 -1
e  148 386 -1
e  115 387 2
e  80 388 8
e  46 389 3
e  289 390 2
e  71 391 -2
e  19 392 10
e  306 393 7
e  179 394 -5
e  340 395 -4
e  188 396 10
e  144 397 -2
e  386 398 5
e  178 399 -2
e  61 400 6
e  200 401 -1
e  207 402 7
e  32 403 7
e  67 404 6
