c Minimum Spanning Tree
c
c nodes:  400 ; arcs:  1200 ; cost range:  -5 - 10
c
p mst  400 1200
e  0 1 -5
e  0 2 -4
e  1 3 5
e  3 4 9
e  0 5 4
e  5 6 1
e  5 7 3
e  7 8 2
e  6 9 7
e  5 10 0
e  6 11 4
e  3 12 3
e  9 13 9
e  3 14 -2
e  9 15 0
e  11 16 10
e  0 17 6
e  12 18 2
e  7 19 8
e  3 20 0
e  2 21 9
e  12 22 7
e  18 23 6
e  21 24 1
e  7 25 7
e  25 26 9
e  4 27 7
e  12 28 -3
e  26 29 -1
e  22 30 0
e  0 31 10
e  24 32 -3
e  31 33 -4
e  3 34 8
e  20 35 10
e  9 36 -5
e  17 37 3
e  21 38 0
e  16 39 0
e  35 40 0
e  19 41 0
e  12 42 8
e  1 43 -3
e  7 44 -2
e  8 45 -4
e  2 46 -5
e  20 47 0
e  31 48 -3
e  19 49 7
e  13 50 2
e  45 51 -5
e  10 52 -4
e  46 53 6
e  41 54 -4
e  0 55 0
e  50 56 -2
e  50 57 -1
e  29 58 10
e  20 59 -4
e  12 60 4
e  3 61 -2
e  21 62 4
e  49 63 3
e  4 64 6
e  8 65 7
e  0 66 3
e  1 67 10
e  31 68 0
e  40 69 -1
e  64 70 6
e  31 71 -1
e  65 72 7
e  66 73 1
e  62 74 -1
e  19 75 -4
e  74 76 8
e  75 77 -1
e  24 78 10
e  72 79 -4
e  73 80 9
e  43 81 2
e  27 82 0
e  66 83 -5
e  35 84 1
e  23 85 2
e  76 86 0
e  43 87 2
e  64 88 8
e  41 89 7
e  26 90 1
e  89 91 -1
e  64 92 8
e  29 93 6
e  47 94 -3
e  24 95 9
e  47 96 7
e  74 97 9
e  84 98 -2
e  88 99 8
e  88 100 -5
e  35 101 -3
e  46 102 7
e  77 103 5
e  16 104 0
e  91 105 -5
e  52 106 9
e  39 107 -5
e  83 108 -1
e  38 109 8
e  17 110 -3
e  24 111 -2
e  71 112 3
e  82 113 -4
e  107 114 9
e  87 115 -4
e  77 116 -1
e  75 117 4
e  35 118 6
e  3 119 10
e  50 120 -1
e  32 121 8
e  118 122 3
e  113 123 9
e  47 124 8
e  56 125 6
e  59 126 8
e  73 127 -5
e  77 128 -1
e  65 129 1
e  84 130 -4
e  31 131 1
e  113 132 6
e  72 133 5
e  104 134 -4
e  63 135 5
e  122 136 -4
e  128 137 -1
e  41 138 8
e  42 139 2
e  57 140 -3
e  57 141 7
e  125 142 6
e  4 143 6
e  12 144 1
e  140 145 3
e  65 146 4
e  16 147 2
e  43 148 2
e  41 149 1
e  89 150 2
e  91 151 1
e  24 152 -4
e  79 153 1
e  19 154 -4
e  145 155 -4
e  151 156 6
e  110 157 10
e  144 158 2
e  55 159 7
e  69 160 5
e  62 161 -4
e  43 162 3
e  63 163 8
e  21 164 -4
e  56 165 4
e  126 166 4
e  71 167 7
e  30 168 -5
e  50 169 6
e  74 170 -1
e  6 171 1
e  89 172 3
e  126 173 10
e  111 174 -2
e  99 175 6
e  78 176 8
e  120 177 -2
e  13 178 -2
e  138 179 10
e  32 180 5
e  119 181 -4
e  119 182 0
e  175 183 -2
e  0 184 0
e  122 185 -4
e  66 186 0
e  185 187 6
e  52 188 2
e  43 189 6
e  20 190 4
e  79 191 1
e  5 192 -4
e  155 193 7
e  56 194 -2
e  193 195 6
e  157 196 0
e  30 197 2
e  76 198 3
e  104 199 -3
e  165 200 2
e  153 201 3
e  41 202 -1
e  163 203 7
e  42 204 7
e  180 205 6
e  61 206 3
e  174 207 5
e  66 208 10
e  203 209 -3
e  129 210 10
e  143 211 6
e  202 212 5
e  103 213 9
e  165 214 7
e  45 215 -3
e  190 216 6
e  191 217 -4
e  192 218 3
e  131 219 1
e  61 220 2
e  45 221 6
e  67 222 9
e  196 223 -3
e  13 224 -2
e  16 225 -4
e  225 226 -1
e  35 227 6
e  216 228 -4
e  158 229 -2
e  142 230 5
e  53 231 8
e  220 232 5
e  153 233 -1
e  229 234 -1
e  70 235 1
e  32 236 8
e  12 237 1
e  39 238 3
e  10 239 5
e  106 240 -1
e  120 241 -1
e  211 242 -2
e  70 243 2
e  16 244 6
e  50 245 9
e  210 246 -2
e  135 247 -5
e  245 248 10
e  91 249 0
e  210 250 10
e  120 251 1
e  140 252 10
e  248 253 2
e  163 254 8
e  57 255 -4
e  154 256 1
e  100 257 -5
e  92 258 -1
e  6 259 6
e  87 260 -5
e  31 261 1
e  71 262 6
e  230 263 9
e  213 264 6
e  103 265 8
e  87 266 -2
e  253 267 -1
e  36 268 -1
e  136 269 10
e  236 270 1
e  43 271 4
e  68 272 -4
e  111 273 1
e  44 274 -1
e  268 275 2
e  57 276 1
e  108 277 10
e  211 278 -5
e  58 279 9
e  73 280 -1
e  14 281 4
e  115 282 9
e  271 283 7
e  146 284 -5
e  123 285 1
e  146 286 -3
e  39 287 -5
e  279 288 6
e  32 289 1
e  89 290 -4
e  69 291 6
e  150 292 10
e  244 293 5
e  55 294 9
e  238 295 5
e  154 296 10
e  284 297 9
e  97 298 0
e  39 299 10
e  28 300 -4
e  80 301 2
e  60 302 8
e  212 303 -1
e  200 304 3
e  25 305 1
e  250 306 -2
e  297 307 -4
e  52 308 -1
e  228 309 5
e  124 310 3
e  63 311 -3
e  129 312 -2
e  255 313 -2
e  45 314 -4
e  259 315 2
e  91 316 3
e  295 317 -4
e  278 318 -2
e  152 319 -3
e  231 320 -4
e  293 321 -3
e  267 322 7
e  200 323 6
e  0 324 2
e  52 325 9
e  136 326 -5
e  247 327 -5
e  309 328 1
e  130 329 -3
e  163 330 5
e  24 331 -1
e  94 332 -4
e  195 333 -4
e  111 334 8
e  156 335 6
e  289 336 -4
e  149 337 -1
e  247 338 -3
e  139 339 5
e  93 340 9
e  279 341 7
e  160 342 3
e  335 343 10
e  296 344 4
e  275 345 6
e  272 346 10
e  202 347 0
e  251 348 -4
e  280 349 -3
e  40 350 8
e  295 351 -3
e  95 352 -1
e  270 353 6
e  156 354 10
e  95 355 -5
e  320 356 -4
e  165 357 -2
e  324 358 0
e  214 359 4
e  230 360 0
e  10 361 -4
e  99 362 -4
e  275 363 5
e  74 364 -2
e  292 365 5
e  349 366 8
e  335 367 10
e  291 368 -3
e  359 369 -5
e  26 370 4
e  154 371 3
e  222 372 7
e  335 373 9
e  265 374 -4
e  82 375 7
e  45 376 8
e  253 377 5
e  205 378 -2
e  224 379 -1
e  187 380 2
e  178 381 4
e  345 382 3
e  382 383 -3
e  210 384 9
e  323 385 8
e  363 386 -1
e  77 387 -4
e  38 388 -4
e  118 389 -2
e  13 390 6
e  26 391 1
e  348 392 4
e  10 393 -1
e  120 394 6
e  196 395 -5
e  64 396 4
e  379 397 7
e  79 398 6
e  299 399 7
e  49 59 -4
e  322 388 5
e  274 331 -4
e  94 392 -1
e  56 190 -5
e  86 342 -3
e  118 376 -4
e  226 313 4
e  63 370 0
e  84 128 -4
e  36 310 9
e  118 192 9
e  62 160 -2
e  197 263 -5
e  245 334 8
e  180 339 7
e  241 292 5
e  30 172 -5
e  56 175 1
e  25 206 -3
e  100 360 10
e  239 393 -5
e  103 305 -2
e  241 331 8
e  31 164 9
e  44 208 6
e  12 271 4
e  290 399 6
e  248 289 -5
e  98 204 -1
e  75 96 -5
e  174 185 8
e  92 191 -1
e  11 65 10
e  127 161 8
e  119 219 3
e  20 178 10
e  250 331 -4
e  51 300 0
e  3 274 2
e  74 164 8
e  3 313 5
e  46 321 8
e  226 365 6
e  59 278 5
e  189 381 2
e  53 187 4
e  77 191 6
e  25 121 1
e  8 255 7
e  111 191 1
e  21 197 -1
e  251 308 6
e  24 319 4
e  221 308 2
e  9 279 8
e  237 253 10
e  153 239 2
e  296 302 2
e  185 354 2
e  260 322 7
e  276 392 0
e  148 307 9
e  40 262 -4
e  250 276 6
e  285 295 -4
e  52 336 -3
e  1 208 -4
e  208 313 -1
e  62 116 5
e  123 329 8
e  73 218 -3
e  82 223 -2
e  258 365 6
e  264 364 7
e  31 219 -1
e  127 193 -3
e  89 189 9
e  163 379 -5
e  185 391 2
e  87 374 0
e  54 169 6
e  226 276 5
e  4 43 7
e  77 125 -3
e  242 392 7
e  160 179 10
e  347 371 7
e  95 150 1
e  28 266 5
e  248 260 2
e  92 114 9
e  61 229 5
e  105 244 2
e  208 297 4
e  193 282 4
e  7 64 -1
e  221 390 -4
e  69 267 2
e  37 152 8
e  82 284 -1
e  271 358 1
e  227 387 8
e  72 350 -3
e  225 359 -2
e  3 47 9
e  133 313 0
e  85 326 7
e  70 102 10
e  84 385 8
e  108 261 6
e  278 362 9
e  105 367 -4
e  211 378 -4
e  21 106 1
e  10 25 4
e  119 165 7
e  145 301 1
e  109 287 -2
e  192 324 -4
e  90 138 7
e  19 336 2
e  140 273 -1
e  91 106 5
e  159 394 9
e  56 330 -5
e  297 364 -2
e  10 243 0
e  109 399 7
e  63 98 1
e  110 242 7
e  104 261 -3
e  1 207 0
e  115 165 -5
e  174 385 9
e  235 259 -3
e  155 286 -5
e  149 311 0
e  73 353 6
e  149 248 6
e  279 385 -2
e  107 151 10
e  305 378 6
e  172 340 -4
e  21 187 10
e  14 256 -4
e  335 359 -5
e  107 212 4
e  59 392 -5
e  26 320 8
e  58 161 10
e  119 281 -4
e  170 176 2
e  36 102 8
e  49 218 2
e  20 224 8
e  56 145 1
e  246 310 7
e  138 372 -2
e  52 172 -4
e  35 51 10
e  32 238 6
e  271 274 7
e  114 325 -4
e  54 56 0
e  30 238 0
e  115 290 4
e  45 396 6
e  24 173 1
e  159 315 -1
e  297 399 0
e  85 167 4
e  26 38 -5
e  24 150 -5
e  38 62 -3
e  150 227 -2
