c Minimum Spanning Tree
c
c nodes:  500 ; arcs:  12000 ; cost range:  -5 - 10
c
p mst  500 12000
e  0 1 -4
e  0 2 5
e  1 3 7
e  3 4 5
e  0 5 7
e  2 6 9
e  3 7 4
e  6 8 0
e  6 9 6
e  8 10 6
e  10 11 -4
e  6 12 1
e  7 13 8
e  10 14 -1
e  9 15 9
e  14 16 0
e  13 17 -3
e  2 18 5
e  4 19 4
e  0 20 6
e  4 21 8
e  14 22 5
e  17 23 1
e  23 24 2
e  20 25 6
e  13 26 6
e  21 27 8
e  7 28 -2
e  26 29 -5
e  20 30 4
e  8 31 10
e  14 32 -3
e  17 33 3
e  16 34 1
e  29 35 9
e  28 36 5
e  13 37 6
e  24 38 10
e  1 39 -5
e  3 40 1
e  16 41 -5
e  20 42 5
e  19 43 -2
e  23 44 7
e  40 45 -3
e  28 46 10
e  35 47 10
e  25 48 1
e  3 49 7
e  6 50 -4
e  40 51 8
e  27 52 10
e  28 53 2
e  30 54 -1
e  0 55 5
e  50 56 -3
e  5 57 7
e  57 58 2
e  56 59 9
e  40 60 -4
e  50 61 8
e  4 62 10
e  29 63 1
e  50 64 2
e  15 65 7
e  31 66 2
e  34 67 3
e  11 68 9
e  28 69 8
e  43 70 1
e  6 71 6
e  71 72 8
e  12 73 -3
e  23 74 9
e  5 75 4
e  37 76 10
e  24 77 -4
e  11 78 -1
e  65 79 7
e  6 80 9
e  56 81 -1
e  21 82 10
e  36 83 5
e  31 84 -5
e  4 85 6
e  17 86 3
e  74 87 9
e  24 88 -4
e  0 89 4
e  50 90 10
e  42 91 4
e  85 92 10
e  66 93 4
e  36 94 10
e  16 95 6
e  33 96 9
e  4 97 -3
e  60 98 8
e  81 99 6
e  78 100 -2
e  98 101 -5
e  46 102 -5
e  88 103 1
e  67 104 -2
e  104 105 1
e  96 106 5
e  99 107 8
e  71 108 5
e  14 109 8
e  46 110 -4
e  81 111 8
e  16 112 -3
e  92 113 2
e  17 114 2
e  51 115 -5
e  56 116 -5
e  6 117 8
e  35 118 1
e  8 119 9
e  58 120 -4
e  11 121 9
e  68 122 -3
e  82 123 7
e  83 124 10
e  2 125 10
e  69 126 1
e  21 127 3
e  70 128 -3
e  47 129 9
e  88 130 10
e  9 131 8
e  123 132 10
e  106 133 10
e  53 134 0
e  17 135 -2
e  72 136 3
e  9 137 4
e  109 138 3
e  8 139 -1
e  76 140 -4
e  104 141 8
e  45 142 5
e  27 143 1
e  27 144 -5
e  134 145 -4
e  11 146 8
e  22 147 2
e  41 148 5
e  36 149 10
e  90 150 9
e  15 151 9
e  0 152 -4
e  93 153 -3
e  90 154 7
e  76 155 -4
e  26 156 7
e  52 157 1
e  22 158 1
e  93 159 7
e  100 160 0
e  141 161 3
e  109 162 1
e  76 163 -4
e  79 164 9
e  25 165 7
e  46 166 0
e  17 167 3
e  65 168 5
e  13 169 3
e  49 170 3
e  103 171 5
e  162 172 -5
e  51 173 6
e  165 174 1
e  167 175 1
e  165 176 -5
e  54 177 -4
e  1 178 -1
e  48 179 -4
e  3 180 5
e  156 181 8
e  72 182 8
e  68 183 -3
e  79 184 8
e  136 185 8
e  7 186 -2
e  56 187 2
e  2 188 -5
e  164 189 10
e  118 190 6
e  158 191 7
e  107 192 6
e  36 193 5
e  92 194 1
e  62 195 -2
e  107 196 -4
e  176 197 9
e  97 198 -2
e  149 199 7
e  98 200 3
e  161 201 8
e  74 202 -5
e  160 203 5
e  8 204 8
e  2 205 4
e  128 206 -2
e  33 207 9
e  182 208 -4
e  75 209 1
e  181 210 -4
e  126 211 2
e  172 212 -4
e  106 213 -1
e  48 214 7
e  31 215 6
e  70 216 6
e  17 217 5
e  209 218 2
e  10 219 7
e  39 220 3
e  56 221 7
e  102 222 1
e  169 223 -3
e  106 224 -3
e  19 225 6
e  55 226 8
e  193 227 -4
e  139 228 8
e  110 229 1
e  81 230 4
e  37 231 5
e  7 232 -5
e  191 233 2
e  3 234 3
e  60 235 1
e  107 236 6
e  59 237 6
e  158 238 -2
e  238 239 5
e  137 240 1
e  147 241 10
e  135 242 8
e  226 243 2
e  88 244 -1
e  40 245 2
e  207 246 9
e  51 247 -5
e  170 248 0
e  31 249 10
e  66 250 3
e  134 251 -5
e  72 252 7
e  10 253 -1
e  175 254 -2
e  170 255 -3
e  137 256 10
e  114 257 10
e  161 258 -3
e  18 259 1
e  51 260 2
e  136 261 2
e  166 262 -3
e  139 263 7
e  58 264 9
e  86 265 2
e  59 266 -1
e  26 267 10
e  116 268 8
e  145 269 -5
e  72 270 2
e  153 271 1
e  84 272 -2
e  249 273 7
e  211 274 4
e  67 275 4
e  242 276 0
e  168 277 5
e  264 278 6
e  98 279 8
e  160 280 10
e  73 281 1
e  98 282 7
e  110 283 3
e  143 284 10
e  145 285 -3
e  111 286 -1
e  92 287 6
e  137 288 10
e  156 289 -3
e  71 290 4
e  148 291 -1
e  23 292 7
e  180 293 -1
e  119 294 2
e  172 295 0
e  237 296 9
e  69 297 10
e  228 298 -2
e  63 299 2
e  17 300 -3
e  71 301 7
e  127 302 -4
e  139 303 0
e  178 304 5
e  297 305 2
e  297 306 5
e  292 307 5
e  55 308 7
e  265 309 3
e  244 310 -3
e  108 311 5
e  190 312 7
e  73 313 7
e  116 314 6
e  216 315 -1
e  236 316 10
e  191 317 -1
e  135 318 -3
e  188 319 2
e  27 320 4
e  192 321 -3
e  305 322 6
e  24 323 3
e  307 324 6
e  9 325 6
e  41 326 9
e  62 327 -4
e  324 328 4
e  222 329 2
e  79 330 7
e  289 331 6
e  55 332 3
e  294 333 10
e  208 334 7
e  270 335 5
e  291 336 8
e  178 337 10
e  267 338 9
e  305 339 -2
e  139 340 0
e  205 341 -5
e  39 342 5
e  87 343 -3
e  126 344 0
e  92 345 -3
e  229 346 6
e  30 347 6
e  95 348 -3
e  259 349 9
e  53 350 0
e  262 351 -1
e  36 352 3
e  288 353 2
e  290 354 -3
e  39 355 2
e  351 356 -5
e  223 357 4
e  318 358 4
e  209 359 8
e  189 360 9
e  312 361 0
e  300 362 2
e  152 363 9
e  305 364 7
e  349 365 -3
e  238 366 8
e  245 367 9
e  125 368 8
e  195 369 -1
e  153 370 9
e  144 371 10
e  156 372 1
e  107 373 0
e  22 374 2
e  180 375 6
e  273 376 0
e  359 377 3
e  3 378 4
e  6 379 10
e  324 380 9
e  53 381 -1
e  362 382 5
e  180 383 0
e  273 384 6
e  263 385 7
e  95 386 -1
e  114 387 6
e  67 388 1
e  282 389 2
e  44 390 4
e  104 391 0
e  232 392 5
e  248 393 3
e  208 394 5
e  213 395 9
e  252 396 -2
e  266 397 9
e  390 398 3
e  95 399 -2
e  276 400 -4
e  67 401 5
e  214 402 4
e  257 403 0
e  204 404 8
e  275 405 8
e  33 406 1
e  214 407 7
e  3 408 -3
e  278 409 -4
e  375 410 10
e  15 411 0
e  140 412 0
e  61 413 1
e  356 414 -4
e  229 415 8
e  326 416 -3
e  198 417 0
e  270 418 -3
e  386 419 -2
e  413 420 4
e  84 421 9
e  298 422 1
e  140 423 -4
e  85 424 1
e  210 425 10
e  399 426 4
e  102 427 0
e  47 428 7
e  27 429 8
e  70 430 -4
e  370 431 -2
e  172 432 9
e  361 433 2
e  388 434 1
e  324 435 -5
e  431 436 8
e  183 437 -3
e  179 438 10
e  291 439 -3
e  361 440 6
e  282 441 10
e  160 442 2
e  81 443 0
e  302 444 0
e  421 445 3
e  326 446 4
e  199 447 5
e  157 448 -2
e  25 449 -2
e  392 450 2
e  149 451 -4
e  108 452 1
e  61 453 9
e  300 454 7
e  120 455 -3
e  408 456 3
e  69 457 -3
e  82 458 7
e  186 459 0
e  261 460 8
e  141 461 -5
e  410 462 8
e  431 463 4
e  134 464 1
e  455 465 2
e  209 466 6
e  184 467 5
e  195 468 8
e  315 469 7
e  231 470 3
e  19 471 4
e  34 472 -4
e  301 473 -1
e  375 474 3
e  184 475 2
e  83 476 4
e  46 477 10
e  291 478 3
e  472 479 10
e  140 480 -1
e  56 481 2
e  309 482 5
e  20 483 -5
e  269 484 4
