c Minimum Spanning Tree
c
c nodes:  2000 ; arcs:  12000 ; cost range:  -5 - 10
c
p mst  2000 12000
e  0 1 8
e  0 2 -4
e  0 3 10
e  2 4 -2
e  4 5 5
e  3 6 10
e  0 7 4
e  3 8 4
e  8 9 4
e  1 10 0
e  9 11 0
e  0 12 -3
e  11 13 -3
e  4 14 6
e  13 15 -1
e  10 16 0
e  4 17 6
e  5 18 -3
e  6 19 1
e  11 20 -4
e  9 21 -4
e  5 22 10
e  20 23 -1
e  13 24 10
e  0 25 -4
e  3 26 8
e  11 27 -1
e  2 28 -5
e  10 29 3
e  24 30 0
e  22 31 2
e  7 32 0
e  6 33 1
e  27 34 2
e  3 35 -2
e  16 36 7
e  15 37 6
e  13 38 0
e  4 39 -2
e  34 40 5
e  27 41 -5
e  33 42 -5
e  42 43 -2
e  5 44 -3
e  4 45 9
e  38 46 2
e  46 47 -4
e  38 48 -5
e  9 49 2
e  23 50 8
e  0 51 4
e  35 52 4
e  18 53 4
e  24 54 -4
e  29 55 -3
e  29 56 0
e  56 57 1
e  43 58 8
e  18 59 -5
e  47 60 4
e  39 61 10
e  43 62 9
e  20 63 1
e  4 64 -2
e  23 65 8
e  57 66 7
e  26 67 4
e  59 68 -1
e  48 69 -3
e  36 70 8
e  29 71 5
e  70 72 1
e  70 73 5
e  50 74 6
e  51 75 6
e  33 76 -2
e  6 77 -3
e  21 78 -5
e  12 79 2
e  61 80 8
e  34 81 7
e  22 82 4
e  77 83 1
e  44 84 -4
e  31 85 -2
e  18 86 2
e  10 87 -1
e  23 88 5
e  77 89 10
e  23 90 -3
e  81 91 -5
e  49 92 -4
e  8 93 -5
e  18 94 1
e  90 95 9
e  12 96 -1
e  63 97 9
e  42 98 5
e  1 99 7
e  34 100 2
e  27 101 -2
e  100 102 -1
e  52 103 3
e  65 104 5
e  42 105 9
e  25 106 6
e  71 107 5
e  40 108 10
e  58 109 5
e  70 110 -3
e  27 111 9
e  33 112 -1
e  22 113 8
e  77 114 8
e  114 115 4
e  50 116 3
e  73 117 4
e  58 118 7
e  101 119 -3
e  23 120 2
e  9 121 4
e  36 122 4
e  14 123 7
e  108 124 4
e  60 125 -4
e  125 126 0
e  114 127 -4
e  77 128 5
e  84 129 1
e  66 130 10
e  64 131 -2
e  11 132 2
e  40 133 3
e  112 134 0
e  47 135 10
e  106 136 0
e  29 137 9
e  125 138 1
e  27 139 6
e  17 140 -5
e  101 141 -3
e  21 142 -1
e  83 143 1
e  91 144 9
e  131 145 -5
e  21 146 3
e  79 147 1
e  139 148 5
e  19 149 6
e  88 150 -3
e  70 151 -4
e  51 152 -1
e  140 153 0
e  148 154 -5
e  24 155 5
e  138 156 6
e  64 157 -1
e  31 158 -1
e  155 159 7
e  92 160 1
e  157 161 6
e  119 162 8
e  77 163 4
e  108 164 0
e  109 165 9
e  109 166 -1
e  127 167 9
e  28 168 4
e  17 169 7
e  15 170 -5
e  170 171 -3
e  10 172 -2
e  165 173 2
e  53 174 0
e  88 175 3
e  147 176 4
e  7 177 -4
e  12 178 0
e  94 179 7
e  93 180 10
e  97 181 2
e  111 182 -5
e  24 183 9
e  36 184 7
e  32 185 6
e  19 186 -3
e  146 187 -1
e  106 188 8
e  131 189 10
e  81 190 0
e  7 191 10
e  73 192 2
e  42 193 -2
e  125 194 0
e  129 195 2
e  65 196 2
e  183 197 -4
e  186 198 3
e  95 199 -5
e  173 200 -3
e  140 201 -4
e  18 202 7
e  22 203 6
e  14 204 10
e  41 205 -1
e  122 206 9
e  74 207 8
e  30 208 -2
e  25 209 -1
e  103 210 1
e  47 211 6
e  47 212 3
e  196 213 -2
e  90 214 9
e  70 215 3
e  38 216 6
e  112 217 7
e  196 218 7
e  133 219 -3
e  123 220 9
e  120 221 0
e  40 222 1
e  124 223 5
e  223 224 -1
e  58 225 -4
e  89 226 2
e  136 227 5
e  63 228 0
e  93 229 2
e  25 230 7
e  90 231 5
e  113 232 1
e  147 233 5
e  28 234 10
e  4 235 3
e  198 236 -2
e  180 237 6
