c Minimum Spanning Tree
c
c nodes:  2000 ; arcs:  50000 ; cost range:  -5 - 10
c
p mst  2000 50000
e  0 1 1
e  0 2 9
e  1 3 8
e  3 4 0
e  2 5 1
e  0 6 3
e  2 7 3
e  0 8 -5
e  1 9 -4
e  6 10 2
e  8 11 1
e  1 12 5
e  7 13 -2
e  9 14 -4
e  14 15 1
e  9 16 9
e  6 17 4
e  0 18 6
e  12 19 9
e  14 20 4
e  8 21 1
e  4 22 4
e  6 23 1
e  23 24 7
e  14 25 6
e  7 26 5
e  26 27 8
e  11 28 1
e  6 29 2
e  27 30 9
e  13 31 3
e  26 32 1
e  9 33 -4
e  12 34 1
e  24 35 -4
e  30 36 3
e  25 37 -5
e  17 38 6
e  2 39 4
e  27 40 2
e  21 41 -4
e  23 42 2
e  34 43 0
e  1 44 -4
e  39 45 -3
e  2 46 -4
e  8 47 0
e  32 48 -4
e  16 49 -5
e  14 50 4
e  43 51 4
e  30 52 9
e  30 53 7
e  46 54 10
e  30 55 1
e  45 56 8
e  25 57 9
e  35 58 -4
e  39 59 5
e  36 60 -3
e  33 61 -1
e  13 62 -3
e  10 63 -2
e  6 64 4
e  0 65 -2
e  20 66 7
e  57 67 0
e  44 68 6
e  53 69 3
e  51 70 -4
e  59 71 3
e  23 72 6
e  33 73 8
e  31 74 -2
e  39 75 -4
e  49 76 -3
e  69 77 2
e  1 78 -5
e  21 79 8
e  27 80 10
e  61 81 9
e  5 82 6
e  22 83 6
e  3 84 -3
e  50 85 4
e  68 86 2
e  57 87 -3
e  0 88 8
e  82 89 -3
e  44 90 3
e  24 91 -2
e  76 92 -3
e  60 93 3
e  4 94 -3
e  10 95 -1
e  69 96 10
e  52 97 5
e  32 98 7
e  47 99 -1
e  19 100 -5
e  84 101 0
e  14 102 10
e  94 103 3
e  61 104 5
e  86 105 -5
e  16 106 -5
e  81 107 7
e  74 108 -2
e  4 109 7
e  19 110 9
e  35 111 2
e  97 112 8
e  46 113 7
e  1 114 4
e  57 115 4
e  85 116 5
e  69 117 0
e  12 118 10
e  86 119 9
