c Minimum Spanning Tree
c
c nodes:  500 ; arcs:  10000 ; cost range:  -5 - 10
c
p mst  500 10000
e  0 1 10
e  1 2 5
e  0 3 -5
e  0 4 8
e  3 5 8
e  0 6 4
e  6 7 2
e  5 8 -4
e  7 9 3
e  8 10 -1
e  3 11 5
e  0 12 6
e  10 13 -3
e  13 14 9
e  7 15 -1
e  3 16 4
e  6 17 5
e  8 18 3
e  5 19 4
e  12 20 -5
e  3 21 7
e  1 22 -3
e  19 23 4
e  9 24 8
e  18 25 -4
e  13 26 7
e  26 27 -3
e  3 28 -1
e  23 29 5
e  23 30 1
e  28 31 0
e  24 32 6
e  16 33 2
e  0 34 9
e  10 35 -2
e  28 36 1
e  22 37 -3
e  5 38 8
e  10 39 -3
e  23 40 8
e  35 41 7
e  15 42 2
e  15 43 -3
e  12 44 3
e  6 45 4
e  43 46 6
e  18 47 4
e  1 48 6
e  31 49 8
e  35 50 10
e  16 51 0
e  35 52 3
e  1 53 -3
e  7 54 4
e  46 55 5
e  43 56 3
e  5 57 9
e  6 58 4
e  39 59 0
e  27 60 6
e  23 61 -5
e  56 62 1
e  52 63 -3
e  8 64 2
e  39 65 -3
e  22 66 4
e  59 67 8
e  31 68 -1
e  42 69 5
e  48 70 1
e  69 71 -4
e  21 72 9
e  11 73 -4
e  40 74 8
e  45 75 -5
e  66 76 8
e  45 77 10
e  74 78 4
e  15 79 0
e  7 80 2
e  55 81 4
e  8 82 -2
e  80 83 10
e  47 84 -1
e  14 85 4
e  62 86 4
e  30 87 7
e  77 88 8
e  73 89 4
e  11 90 4
e  69 91 2
e  42 92 -5
e  41 93 1
e  91 94 3
e  92 95 0
e  57 96 0
e  82 97 -2
e  87 98 10
e  5 99 6
e  84 100 5
e  33 101 5
e  65 102 -5
e  90 103 1
e  56 104 1
e  60 105 -3
e  68 106 -1
e  22 107 -2
e  27 108 6
e  62 109 5
e  13 110 5
e  20 111 4
e  8 112 2
e  17 113 0
e  55 114 -5
e  56 115 6
e  62 116 9
e  37 117 8
e  31 118 2
e  7 119 -3
e  53 120 6
e  64 121 10
e  104 122 8
e  2 123 9
e  23 124 2
e  73 125 5
e  82 126 -2
e  85 127 9
e  83 128 -2
e  93 129 6
e  55 130 10
e  23 131 7
e  63 132 8
e  122 133 2
e  115 134 -5
e  9 135 -2
e  110 136 9
e  87 137 -4
e  56 138 6
e  79 139 2
e  5 140 2
e  27 141 0
e  46 142 5
e  68 143 10
e  39 144 7
e  114 145 -4
e  67 146 -5
e  77 147 -1
e  137 148 -5
e  70 149 -4
e  12 150 -5
e  67 151 -4
e  94 152 -4
e  38 153 -3
e  149 154 -5
e  103 155 1
e  10 156 -2
e  8 157 0
e  110 158 -1
e  74 159 -1
e  24 160 5
e  44 161 0
e  85 162 -5
e  36 163 -5
e  27 164 -4
e  55 165 1
e  39 166 6
e  55 167 5
e  82 168 1
e  22 169 2
e  27 170 10
e  0 171 10
e  75 172 0
e  163 173 7
e  89 174 10
e  118 175 0
e  107 176 8
e  122 177 9
e  77 178 2
e  84 179 4
e  52 180 -2
e  147 181 -2
e  12 182 1
e  10 183 0
e  48 184 3
e  160 185 10
e  45 186 -5
e  42 187 -2
e  33 188 -5
e  172 189 -4
e  36 190 0
e  146 191 10
e  39 192 0
e  174 193 5
e  70 194 1
e  24 195 -1
e  117 196 -5
e  26 197 4
e  79 198 9
e  85 199 1
e  66 200 6
e  158 201 4
e  168 202 0
e  175 203 9
e  118 204 -1
e  82 205 -2
e  133 206 0
e  178 207 9
e  189 208 3
e  208 209 -3
e  21 210 9
e  125 211 10
e  19 212 -3
e  102 213 7
e  175 214 1
e  206 215 9
e  179 216 2
e  10 217 0
e  46 218 9
e  69 219 4
e  82 220 -1
e  216 221 6
e  175 222 -2
e  27 223 1
e  93 224 9
e  168 225 6
e  180 226 9
e  190 227 8
e  19 228 4
e  177 229 6
e  114 230 2
e  126 231 -4
e  88 232 9
e  189 233 -2
e  231 234 7
e  11 235 -1
e  189 236 -2
e  153 237 -2
e  145 238 -5
e  73 239 7
e  3 240 10
e  178 241 10
e  191 242 0
e  114 243 6
e  181 244 -2
e  32 245 4
e  211 246 8
e  140 247 7
e  13 248 -4
e  147 249 5
e  215 250 -3
e  20 251 7
e  115 252 6
e  249 253 9
e  3 254 -2
e  22 255 -1
e  142 256 0
e  82 257 -3
e  126 258 9
e  94 259 -2
e  138 260 5
e  44 261 3
e  145 262 3
e  16 263 -1
e  76 264 0
e  7 265 9
e  135 266 4
e  179 267 -2
e  28 268 9
e  34 269 6
e  85 270 5
e  255 271 4
e  197 272 4
e  126 273 8
e  136 274 -3
e  142 275 2
e  229 276 -2
e  30 277 -3
e  216 278 5
e  261 279 6
e  262 280 4
e  250 281 0
e  194 282 1
e  250 283 6
e  116 284 9
e  42 285 8
e  81 286 8
e  55 287 5
e  116 288 3
e  33 289 6
e  197 290 -1
e  150 291 5
e  257 292 -1
e  9 293 10
e  293 294 9
e  271 295 -4
e  201 296 1
e  68 297 0
e  183 298 -1
e  68 299 4
e  43 300 -5
e  190 301 8
e  17 302 8
e  280 303 -4
e  255 304 7
e  146 305 -1
e  105 306 7
e  256 307 -1
e  206 308 -5
e  2 309 7
e  237 310 -2
e  107 311 -1
e  167 312 5
e  115 313 4
e  250 314 -1
e  28 315 -3
