c Minimum Spanning Tree
c
c nodes:  2000 ; arcs:  30000 ; cost range:  -5 - 10
c
p mst  2000 30000
e  0 1 4
e  0 2 -5
e  2 3 9
e  1 4 0
e  2 5 5
e  1 6 1
e  4 7 6
e  4 8 2
e  3 9 -1
e  4 10 2
e  7 11 3
e  1 12 6
e  10 13 4
e  9 14 -3
e  12 15 4
e  6 16 5
e  5 17 -1
e  15 18 -3
e  13 19 3
e  13 20 8
e  5 21 7
e  16 22 -4
e  7 23 5
e  14 24 10
e  19 25 0
e  25 26 6
e  14 27 -1
e  13 28 8
e  21 29 1
e  6 30 10
e  16 31 10
e  4 32 0
e  13 33 9
e  24 34 -4
e  13 35 1
e  33 36 -1
e  18 37 5
e  7 38 0
e  10 39 4
e  5 40 1
e  18 41 7
e  12 42 0
e  28 43 3
e  38 44 -1
e  26 45 8
e  14 46 3
e  13 47 -2
e  9 48 -2
e  4 49 10
e  13 50 3
e  7 51 -1
e  19 52 -3
e  37 53 10
e  35 54 -1
e  34 55 -4
e  15 56 -4
e  35 57 3
e  20 58 -5
e  3 59 1
e  37 60 4
e  13 61 -4
e  45 62 6
e  40 63 3
e  7 64 -2
e  61 65 7
e  50 66 1
e  35 67 -1
e  59 68 -2
e  2 69 1
e  48 70 10
e  47 71 5
e  13 72 0
e  20 73 5
e  49 74 6
e  64 75 7
e  31 76 1
e  51 77 0
e  45 78 8
e  27 79 5
e  1 80 0
e  56 81 7
e  19 82 4
e  74 83 5
e  58 84 3
e  65 85 9
e  34 86 -3
e  62 87 -4
e  45 88 -1
e  48 89 -2
e  59 90 9
e  38 91 10
e  32 92 -1
e  55 93 -4
e  56 94 8
e  22 95 1
e  93 96 6
e  50 97 7
e  97 98 5
e  25 99 10
e  5 100 1
e  47 101 10
e  29 102 -3
e  96 103 8
e  9 104 5
e  16 105 -5
e  103 106 6
e  56 107 5
e  76 108 -4
e  1 109 7
e  101 110 -5
e  64 111 4
e  15 112 10
e  93 113 9
e  11 114 2
e  108 115 7
e  83 116 6
e  104 117 6
e  38 118 6
e  117 119 5
e  55 120 0
e  36 121 2
e  40 122 8
e  5 123 8
e  36 124 -1
e  98 125 -2
e  78 126 4
e  59 127 10
e  12 128 -1
e  75 129 6
e  71 130 6
e  82 131 5
e  67 132 7
e  99 133 1
e  68 134 1
e  117 135 2
e  42 136 -4
e  83 137 -2
e  129 138 9
e  62 139 5
e  46 140 4
e  67 141 -4
e  21 142 1
e  140 143 -2
e  36 144 -2
e  121 145 -4
e  65 146 6
e  4 147 6
e  46 148 0
e  61 149 4
e  109 150 10
e  101 151 -3
e  82 152 2
e  108 153 9
e  51 154 5
e  49 155 8
e  4 156 8
e  26 157 -1
e  95 158 1
e  104 159 4
e  3 160 3
e  29 161 8
e  103 162 7
e  134 163 0
e  35 164 9
e  105 165 -3
e  141 166 0
e  159 167 5
e  163 168 10
e  110 169 -5
e  52 170 9
e  108 171 6
e  104 172 2
e  143 173 5
e  113 174 2
e  4 175 4
e  108 176 1
e  112 177 3
e  149 178 1
e  41 179 -1
e  114 180 6
e  139 181 -4
e  172 182 6
e  156 183 2
e  24 184 7
e  94 185 -5
e  53 186 -4
e  79 187 -5
e  134 188 1
e  41 189 -4
e  77 190 6
e  23 191 2
e  125 192 9
e  30 193 -4
e  106 194 8
e  194 195 1
e  98 196 5
e  127 197 0
e  136 198 3
e  119 199 -2
e  73 200 0
e  162 201 -2
e  57 202 10
e  199 203 -1
e  188 204 -3
e  119 205 -3
e  179 206 9
e  158 207 3
e  121 208 2
e  20 209 0
e  53 210 -2
e  34 211 3
e  68 212 2
e  110 213 7
e  88 214 7
e  181 215 7
e  36 216 10
e  90 217 -2
e  51 218 0
e  22 219 5
e  101 220 2
e  174 221 5
e  68 222 -2
e  23 223 10
e  71 224 4
e  175 225 10
e  16 226 1
e  154 227 -5
e  124 228 -5
e  125 229 2
e  207 230 3
e  64 231 6
e  183 232 -1
e  59 233 3
e  191 234 -2
e  100 235 -5
e  95 236 10
e  32 237 4
e  158 238 -3
e  220 239 -4
e  193 240 8
e  132 241 6
e  80 242 2
e  79 243 4
e  40 244 4
e  217 245 1
e  107 246 -1
e  75 247 0
e  9 248 -4
e  76 249 -4
e  71 250 4
e  155 251 3
e  245 252 9
e  178 253 7
e  72 254 3
e  212 255 -1
e  17 256 1
e  142 257 -4
e  149 258 -4
e  117 259 -3
e  6 260 8
e  164 261 7
e  75 262 -3
e  168 263 -2
e  124 264 3
e  180 265 7
e  43 266 6
e  229 267 7
e  170 268 3
e  238 269 10
e  77 270 6
e  48 271 10
e  20 272 0
e  75 273 1
e  258 274 5
e  60 275 -4
e  88 276 7
e  207 277 3
e  258 278 -1
e  228 279 2
e  133 280 -3
e  200 281 -3
e  31 282 -1
e  187 283 6
e  75 284 1
e  267 285 -2
e  13 286 8
e  151 287 -5
e  220 288 0
e  177 289 10
e  191 290 3
e  152 291 4
e  70 292 -2
e  66 293 6
e  288 294 2
e  117 295 -4
e  7 296 1
e  289 297 -3
e  15 298 3
e  53 299 4
e  62 300 3
e  129 301 7
e  162 302 0
e  6 303 1
e  82 304 9
e  251 305 -4
e  291 306 0
e  106 307 -4
e  128 308 2
e  273 309 -5
e  266 310 -4
e  161 311 9
e  270 312 10
e  64 313 -4
e  209 314 2
e  72 315 0
e  142 316 -4
e  239 317 -4
e  96 318 -2
e  285 319 8
e  117 320 9
e  254 321 6
e  271 322 9
e  228 323 -4
e  96 324 9
e  245 325 -2
e  41 326 -1
e  192 327 -4
e  301 328 -1
e  301 329 3
e  165 330 -4
e  281 331 -2
e  110 332 0
e  159 333 4
e  305 334 7
e  190 335 -2
e  258 336 -2
e  322 337 -5
e  32 338 10
e  45 339 0
e  316 340 -2
e  243 341 1
e  105 342 -4
e  94 343 9
e  183 344 3
e  113 345 -5
e  24 346 2
e  106 347 0
e  80 348 0
e  280 349 10
e  78 350 2
e  67 351 9
e  49 352 6
e  271 353 -5
e  34 354 9
e  44 355 9
e  93 356 1
e  347 357 -2
e  127 358 1
e  185 359 1
e  2 360 5
e  318 361 9
e  134 362 4
e  354 363 9
e  14 364 4
e  3 365 5
e  292 366 9
e  289 367 -2
e  265 368 -5
e  353 369 3
e  239 370 4
e  234 371 -3
e  80 372 8
e  287 373 6
e  173 374 1
e  373 375 6
e  337 376 5
e  221 377 -3
e  131 378 -1
e  11 379 10
e  124 380 9
e  247 381 -1
e  204 382 1
e  188 383 10
e  115 384 4
e  293 385 9
e  239 386 5
e  219 387 -5
e  270 388 5
e  248 389 6
e  360 390 10
e  318 391 7
e  312 392 5
e  181 393 4
e  273 394 1
e  242 395 1
e  203 396 1
e  32 397 8
e  334 398 8
e  354 399 5
e  377 400 -4
e  190 401 -5
e  41 402 5
e  82 403 10
e  309 404 2
e  130 405 7
e  376 406 3
e  142 407 9
e  27 408 -5
e  348 409 9
e  199 410 6
e  210 411 -4
e  24 412 10
e  94 413 5
e  207 414 -3
e  80 415 -5
e  16 416 -1
e  264 417 9
e  394 418 -1
e  61 419 0
e  145 420 0
e  356 421 -5
e  143 422 9
e  231 423 9
e  172 424 4
e  348 425 3
e  260 426 10
e  177 427 -3
e  164 428 3
e  5 429 9
e  191 430 8
e  74 431 6
e  13 432 2
e  161 433 -4
e  348 434 -1
e  359 435 -5
e  269 436 7
e  305 437 -2
e  356 438 9
e  328 439 3
e  386 440 8
e  63 441 5
e  428 442 9
e  115 443 1
e  91 444 5
e  118 445 3
e  269 446 2
e  16 447 -2
e  309 448 4
e  78 449 -4
e  226 450 6
e  273 451 -2
e  73 452 -2
e  281 453 5
e  350 454 4
e  181 455 -2
e  6 456 10
e  104 457 10
e  185 458 -3
e  158 459 10
e  359 460 4
e  418 461 -1
e  26 462 -4
e  0 463 2
e  274 464 5
e  369 465 -3
e  361 466 9
e  158 467 3
e  341 468 1
e  148 469 7
e  115 470 7
e  50 471 -5
e  372 472 0
e  0 473 -4
e  386 474 -5
e  248 475 5
e  116 476 8
e  372 477 -5
e  321 478 3
e  255 479 -5
e  396 480 9
e  223 481 -5
e  254 482 0
