c Minimum Spanning Tree
c
c nodes:  1000 ; arcs:  8000 ; cost range:  -5 - 10
c
p mst  1000 8000
e  0 1 10
e  0 2 10
e  2 3 -3
e  2 4 9
e  2 5 7
e  4 6 -2
e  1 7 7
e  3 8 -2
e  0 9 5
e  3 10 9
e  2 11 7
e  3 12 3
e  11 13 -5
e  7 14 7
e  12 15 4
e  15 16 7
e  0 17 9
e  4 18 -2
e  1 19 6
e  2 20 4
e  11 21 -4
e  4 22 1
e  14 23 -5
e  15 24 10
e  20 25 1
e  17 26 -4
e  3 27 5
e  25 28 -2
e  0 29 7
e  8 30 5
e  6 31 -5
e  9 32 0
e  32 33 3
e  9 34 2
e  32 35 -3
e  3 36 2
e  1 37 7
e  29 38 2
e  20 39 9
e  3 40 0
e  40 41 2
e  2 42 7
e  15 43 3
e  5 44 -4
e  6 45 7
e  9 46 1
e  9 47 -4
e  9 48 1
e  16 49 0
e  19 50 4
e  41 51 -2
e  12 52 5
e  20 53 0
e  36 54 8
e  34 55 10
e  43 56 6
e  17 57 0
e  18 58 -1
e  55 59 -5
e  46 60 0
e  17 61 8
e  45 62 5
e  8 63 4
e  59 64 -5
e  18 65 -4
e  2 66 10
e  12 67 10
e  1 68 -3
e  17 69 -5
e  31 70 0
e  21 71 0
e  35 72 8
e  51 73 3
e  25 74 -4
e  62 75 7
e  31 76 0
e  75 77 -2
e  7 78 -5
e  29 79 5
e  39 80 1
e  68 81 0
e  81 82 8
e  79 83 3
e  8 84 5
e  40 85 1
e  9 86 0
e  60 87 -3
e  45 88 9
e  87 89 3
e  63 90 2
e  23 91 2
e  85 92 2
e  70 93 5
e  64 94 5
e  30 95 8
e  11 96 3
e  18 97 -3
e  70 98 7
e  91 99 7
e  19 100 -1
e  83 101 2
e  94 102 9
e  95 103 7
e  35 104 1
e  91 105 10
e  29 106 1
e  91 107 8
e  107 108 1
e  46 109 5
e  102 110 -3
e  63 111 9
e  3 112 -5
e  96 113 7
e  60 114 -3
e  74 115 0
e  65 116 -3
e  3 117 3
e  9 118 2
e  67 119 10
e  38 120 6
e  11 121 -4
e  93 122 9
e  94 123 4
e  87 124 2
e  95 125 6
e  63 126 9
e  32 127 7
e  103 128 -2
e  43 129 -2
e  6 130 2
e  56 131 -4
e  108 132 0
e  68 133 8
e  44 134 8
e  130 135 5
e  6 136 -1
e  63 137 3
e  46 138 0
e  15 139 6
e  52 140 9
e  103 141 7
e  4 142 7
e  17 143 8
e  85 144 -5
e  125 145 -4
e  27 146 0
e  31 147 3
e  110 148 10
e  69 149 10
e  130 150 5
e  119 151 -3
e  134 152 4
e  81 153 -5
e  3 154 1
e  109 155 9
e  35 156 3
e  74 157 -3
e  29 158 6
e  34 159 2
e  132 160 6
e  138 161 9
e  34 162 0
e  73 163 8
e  59 164 8
e  75 165 6
e  22 166 4
e  113 167 -1
e  61 168 1
e  80 169 8
e  16 170 6
e  76 171 -5
e  5 172 1
e  68 173 0
e  7 174 5
e  73 175 3
e  11 176 2
e  24 177 2
e  76 178 -4
e  42 179 5
e  137 180 7
e  147 181 0
e  125 182 6
e  152 183 -5
e  157 184 2
e  38 185 0
e  57 186 3
e  158 187 -1
e  51 188 -4
e  149 189 -4
e  85 190 0
e  145 191 1
e  154 192 -2
e  191 193 8
e  187 194 5
e  65 195 -1
e  93 196 -5
e  156 197 1
e  121 198 1
e  152 199 3
e  93 200 4
e  58 201 -4
e  39 202 9
e  100 203 -2
e  185 204 5
e  93 205 10
e  205 206 3
e  39 207 -2
e  150 208 7
e  179 209 -5
e  142 210 8
e  84 211 -1
e  112 212 -1
e  91 213 6
e  130 214 -4
e  72 215 1
e  177 216 4
e  158 217 -1
e  18 218 -4
e  185 219 -1
e  81 220 2
e  55 221 9
e  96 222 7
e  105 223 4
e  162 224 -1
e  156 225 -2
e  89 226 6
e  137 227 -4
e  66 228 -3
e  207 229 7
e  6 230 6
e  147 231 5
e  9 232 -5
e  68 233 2
e  116 234 -2
e  126 235 -4
e  98 236 -4
e  59 237 7
e  84 238 10
e  215 239 1
e  192 240 -4
e  91 241 8
e  216 242 9
e  96 243 9
e  159 244 -3
e  13 245 8
e  149 246 4
e  77 247 10
e  73 248 6
e  110 249 9
e  229 250 9
e  229 251 -4
e  79 252 -2
e  159 253 0
e  5 254 -1
e  122 255 10
e  132 256 6
e  208 257 0
e  38 258 -3
e  78 259 9
e  166 260 8
e  256 261 7
e  226 262 7
e  224 263 -3
e  220 264 -5
e  10 265 4
e  103 266 5
e  192 267 -2
e  224 268 5
e  266 269 7
e  36 270 -2
e  207 271 4
e  201 272 -4
e  242 273 -2
e  112 274 0
e  214 275 -2
e  39 276 -3
e  168 277 0
e  17 278 2
e  22 279 -4
e  240 280 5
e  77 281 3
e  17 282 -1
e  174 283 4
e  140 284 3
e  89 285 -1
e  74 286 4
e  81 287 6
e  15 288 -3
e  182 289 -4
e  100 290 10
e  73 291 0
e  15 292 8
e  163 293 10
e  46 294 6
e  16 295 7
e  193 296 1
e  76 297 0
e  160 298 3
e  291 299 -1
e  141 300 1
e  16 301 -1
e  250 302 -5
e  93 303 0
e  300 304 -1
e  140 305 4
e  258 306 10
e  28 307 4
e  258 308 -5
e  284 309 -1
e  12 310 3
e  249 311 0
e  221 312 -2
e  289 313 -3
e  67 314 -3
e  79 315 7
e  226 316 -4
e  61 317 10
e  311 318 1
e  60 319 3
e  231 320 1
e  302 321 -5
e  302 322 9
e  210 323 -4
e  47 324 8
e  275 325 4
e  150 326 -2
e  68 327 0
e  317 328 6
e  286 329 6
e  8 330 -2
e  117 331 -2
e  202 332 1
e  147 333 8
e  138 334 -4
e  34 335 -5
e  206 336 5
e  257 337 -1
e  9 338 3
e  68 339 9
e  96 340 1
e  133 341 8
e  35 342 10
e  186 343 -3
e  147 344 -5
e  46 345 3
e  299 346 3
e  290 347 2
e  95 348 -3
e  236 349 -5
e  298 350 -4
e  79 351 0
e  108 352 10
e  276 353 9
e  302 354 5
e  16 355 4
e  91 356 0
e  53 357 4
e  127 358 6
e  80 359 5
e  261 360 -4
e  107 361 1
e  31 362 2
e  345 363 10
e  149 364 5
e  133 365 8
e  336 366 -1
e  170 367 -5
e  28 368 2
e  196 369 3
e  232 370 5
e  278 371 5
e  206 372 5
e  91 373 4
e  256 374 4
e  27 375 6
e  87 376 3
e  266 377 -5
e  26 378 2
e  49 379 8
e  341 380 -4
e  279 381 -4
e  10 382 4
e  76 383 -1
e  87 384 -5
e  74 385 5
e  371 386 1
e  237 387 8
e  114 388 8
e  193 389 3
e  313 390 -2
e  314 391 2
e  287 392 3
e  164 393 -2
e  190 394 2
e  187 395 8
e  336 396 3
e  288 397 2
e  328 398 2
e  272 399 6
e  320 400 5
e  154 401 3
e  3 402 10
e  202 403 5
e  157 404 6
e  342 405 2
e  176 406 2
e  314 407 -1
e  249 408 0
e  271 409 -2
e  288 410 3
e  91 411 10
e  291 412 1
e  177 413 1
e  410 414 10
e  229 415 3
e  3 416 10
e  379 417 -3
e  365 418 0
e  131 419 10
e  280 420 3
e  89 421 1
e  344 422 2
e  280 423 0
e  288 424 -5
e  379 425 2
e  185 426 -2
e  422 427 10
e  200 428 10
e  138 429 -1
e  299 430 3
e  142 431 -1
e  379 432 8
e  338 433 -3
e  315 434 7
e  78 435 5
e  286 436 -1
e  143 437 10
e  192 438 -5
e  385 439 -1
e  94 440 -4
e  400 441 1
e  231 442 6
e  91 443 0
e  407 444 10
e  158 445 -4
e  138 446 0
e  330 447 5
e  163 448 3
e  111 449 8
e  262 450 0
e  443 451 -4
e  132 452 6
e  193 453 -3
e  434 454 4
e  196 455 9
e  288 456 -1
e  3 457 -1
e  232 458 1
e  193 459 -4
e  78 460 3
e  365 461 -2
e  146 462 -3
e  94 463 -1
e  238 464 7
e  1 465 8
e  405 466 6
e  324 467 -3
e  16 468 -1
e  448 469 1
e  63 470 4
e  20 471 -1
e  174 472 5
e  272 473 6
e  39 474 5
e  340 475 0
e  248 476 -3
e  49 477 8
e  185 478 -2
e  356 479 2
e  219 480 4
e  430 481 8
e  22 482 -4
e  443 483 10
e  361 484 3
e  306 485 -4
e  24 486 1
e  263 487 9
e  390 488 5
e  212 489 4
e  149 490 -3
e  100 491 5
e  92 492 7
e  348 493 -3
e  197 494 -2
e  315 495 -5
e  49 496 4
e  481 497 4
e  48 498 1
e  309 499 10
e  157 500 2
e  461 501 8
e  387 502 -1
e  252 503 0
e  500 504 -2
e  82 505 -2
e  336 506 5
e  93 507 -2
e  15 508 3
e  110 509 -4
e  61 510 2
e  119 511 6
e  68 512 2
e  348 513 -4
e  503 514 8
e  146 515 0
e  287 516 8
e  74 517 -2
e  352 518 2
e  464 519 5
e  208 520 -1
e  251 521 1
e  430 522 0
e  147 523 -1
e  113 524 -4
e  145 525 -2
e  79 526 4
e  261 527 9
e  443 528 8
e  479 529 1
e  18 530 2
e  455 531 10
e  51 532 10
e  508 533 0
e  382 534 -3
e  461 535 -3
e  350 536 0
e  217 537 6
e  483 538 7
e  416 539 2
e  395 540 4
e  15 541 -1
e  365 542 -4
e  299 543 5
e  150 544 5
e  481 545 -5
e  336 546 8
e  175 547 2
e  393 548 9
e  293 549 1
e  290 550 -4
e  275 551 8
e  280 552 6
e  265 553 4
e  431 554 4
e  33 555 2
e  460 556 1
e  35 557 -5
e  128 558 9
e  14 559 10
e  491 560 4
e  396 561 -3
e  206 562 2
e  97 563 2
e  322 564 0
e  139 565 -3
e  125 566 1
e  136 567 -3
e  165 568 2
e  6 569 4
e  279 570 5
e  481 571 -3
e  411 572 9
e  213 573 -1
e  60 574 5
e  401 575 -3
e  119 576 -4
e  49 577 7
e  234 578 9
e  39 579 -5
e  51 580 -1
e  468 581 0
e  565 582 -5
e  6 583 9
e  208 584 -4
e  310 585 7
e  209 586 6
e  316 587 -5
e  311 588 9
e  357 589 3
