c Minimum Spanning Tree
c
c nodes:  100 ; arcs:  400 ; cost range:  -5 - 10
c
p mst  100 400
e  0 1 1
e  1 2 -1
e  1 3 3
e  3 4 1
e  4 5 0
e  4 6 9
e  3 7 -3
e  0 8 -3
e  6 9 10
e  3 10 0
e  3 11 9
e  2 12 8
e  11 13 9
e  11 14 7
e  3 15 9
e  9 16 -4
e  8 17 5
e  3 18 1
e  7 19 -1
e  7 20 -1
e  18 21 5
e  19 22 -5
e  8 23 0
e  14 24 -2
e  16 25 7
e  7 26 -2
e  8 27 2
e  26 28 1
e  8 29 0
e  13 30 -5
e  7 31 10
e  2 32 4
e  2 33 5
e  18 34 8
e  31 35 5
e  8 36 1
e  7 37 0
e  13 38 9
e  5 39 -4
e  10 40 9
e  11 41 -3
e  33 42 8
e  16 43 8
e  41 44 -2
e  6 45 7
e  2 46 7
e  13 47 -1
e  27 48 -3
e  2 49 8
e  39 50 -3
e  4 51 0
e  18 52 8
e  1 53 8
e  46 54 4
e  32 55 5
e  5 56 4
e  1 57 7
e  22 58 -3
e  32 59 -5
e  56 60 6
e  59 61 -3
e  38 62 6
e  27 63 0
e  14 64 1
e  49 65 2
e  36 66 2
e  55 67 9
e  3 68 -3
e  4 69 4
e  48 70 -1
e  40 71 -3
e  69 72 1
e  35 73 9
e  22 74 3
e  25 75 10
e  60 76 7
e  71 77 -5
e  22 78 -5
e  39 79 2
e  74 80 8
e  43 81 6
e  56 82 5
e  41 83 3
e  53 84 -5
e  42 85 1
e  52 86 -3
e  8 87 9
e  64 88 -2
e  21 89 6
e  43 90 6
e  54 91 0
e  2 92 6
e  8 93 4
e  20 94 3
e  85 95 1
e  6 96 3
e  29 97 -5
e  53 98 2
e  69 99 -5
e  42 43 3
e  47 69 7
e  47 49 -2
e  45 75 9
e  83 99 -3
e  10 75 -2
e  6 74 -1
e  10 80 -4
e  11 64 5
e  5 16 6
e  47 98 -4
e  47 71 5
e  18 68 9
e  12 75 2
e  17 74 0
e  1 84 5
e  25 64 -5
e  24 63 10
e  70 80 8
e  56 65 0
e  11 40 5
e  2 60 4
e  52 96 -5
e  2 45 7
e  54 68 8
e  31 34 -3
e  52 91 -1
e  6 97 9
e  3 27 8
e  3 41 -1
e  50 91 -4
e  8 92 0
e  53 93 10
e  58 68 8
e  39 87 -1
e  51 75 10
e  37 47 3
e  23 64 3
e  4 8 7
e  37 43 7
e  39 81 -4
e  28 36 3
e  0 69 9
e  10 71 8
e  23 31 2
e  28 41 1
e  7 89 -5
e  20 60 1
e  23 86 8
e  19 83 6
e  89 93 0
e  78 83 5
e  24 89 9
e  79 92 2
e  38 96 6
e  65 91 2
e  65 69 7
e  29 45 -3
e  27 47 -2
e  6 17 3
e  3 38 4
e  70 96 1
e  48 96 2
e  26 67 6
e  6 70 2
e  47 77 2
e  17 93 2
e  12 14 2
e  36 95 -3
e  72 75 -1
e  54 78 2
e  94 96 4
e  15 46 9
e  33 38 -2
e  28 30 -1
e  69 91 -3
e  38 64 5
e  79 96 -1
e  33 39 3
e  6 73 5
e  54 98 10
e  29 80 -4
e  35 88 -5
e  88 99 -5
e  34 54 8
e  47 78 4
e  32 98 8
e  32 67 -1
e  66 89 8
e  33 74 6
e  87 95 9
e  21 43 5
e  21 74 8
e  58 98 -2
e  32 90 2
e  3 51 -4
e  33 62 7
e  22 34 -5
e  42 49 4
e  16 85 6
e  34 45 9
e  63 67 7
e  27 66 0
e  72 95 -4
e  15 16 -1
e  77 79 6
e  30 75 1
e  4 88 3
e  27 34 -5
e  48 89 -5
e  80 82 9
e  2 36 1
e  36 88 4
e  34 73 -5
e  67 92 -4
e  3 96 -5
e  97 98 3
e  4 55 5
e  10 31 6
e  5 58 0
e  66 96 -4
e  1 85 -4
e  63 71 -3
e  17 27 -3
e  80 86 -4
e  71 84 -5
e  45 81 4
e  34 68 8
e  75 87 -2
e  72 85 -1
e  43 76 10
e  7 51 7
e  50 74 -1
e  29 65 -5
e  57 97 8
e  11 86 0
e  24 34 5
e  83 84 -2
e  32 60 -2
e  10 41 0
e  37 57 6
e  81 83 4
e  30 64 8
e  45 76 -4
e  32 57 8
e  28 50 -2
e  73 78 1
e  64 98 7
e  16 97 0
e  9 57 7
e  32 76 1
e  39 80 2
e  68 84 6
e  3 14 10
e  71 93 -1
e  17 37 0
e  47 90 -1
e  43 63 8
e  53 96 3
e  43 96 5
e  38 78 3
e  3 85 7
e  31 91 9
e  5 35 5
e  58 64 10
e  31 95 6
e  0 9 3
e  39 95 -5
e  2 56 8
e  5 86 8
e  6 39 -4
e  25 26 -1
e  23 65 -2
e  12 27 5
e  8 70 -4
e  2 15 1
e  74 88 0
e  53 54 9
e  69 80 9
e  36 60 -2
e  22 93 -2
e  22 52 -1
e  46 89 -3
e  4 61 -3
e  36 46 0
e  51 53 9
e  84 94 -2
e  20 91 3
e  53 78 -2
e  25 40 -4
e  5 7 6
e  2 58 6
e  19 29 6
e  28 87 4
e  15 55 -5
e  12 78 -1
e  36 39 5
e  17 99 5
e  64 84 6
e  67 84 0
e  26 51 8
e  50 59 0
e  9 88 0
e  20 70 -5
e  70 72 0
e  25 89 -1
e  0 12 10
e  29 43 -2
e  26 72 -5
e  12 17 3
e  37 84 -4
e  5 23 3
e  33 46 -5
e  38 49 3
e  13 92 2
e  37 95 -2
e  65 84 10
e  26 49 0
e  35 81 2
e  6 36 3
e  27 56 2
e  40 96 1
e  35 42 -4
e  55 96 -2
e  13 69 -3
e  43 77 10
e  54 83 1
e  6 52 3
e  5 99 1
e  58 85 4
e  21 32 2
e  74 87 0
e  1 20 5
e  39 78 6
e  30 90 5
e  29 41 3
e  67 89 5
e  18 75 -4
e  63 64 -1
e  79 88 -5
e  16 89 10
e  39 48 9
e  13 65 -2
e  9 19 4
e  11 92 9
e  25 67 5
e  6 84 -4
e  59 91 -2
e  0 75 -3
e  7 12 10
e  62 91 -4
e  58 90 3
e  51 98 0
e  14 86 8
e  41 92 -2
e  19 40 -4
e  51 83 1
e  26 55 7
e  25 35 10
e  72 86 9
e  35 78 8
e  56 96 0
e  19 20 7
e  40 82 -1
e  2 55 -4
e  3 24 5
e  44 53 3
e  19 27 8
e  52 79 3
e  29 83 7
e  6 42 -3
e  44 75 5
e  77 88 -5
e  30 81 10
e  29 50 1
e  50 70 -2
e  3 94 -5
e  13 59 -5
e  6 61 7
e  34 87 -1
e  13 40 10
e  4 65 -3
e  80 84 3
e  77 93 1
e  10 61 -4
e  29 64 1
e  25 48 10
e  24 81 -3
e  48 49 10
e  42 79 8
e  10 69 -5
e  56 68 6
e  4 64 3
e  26 91 8
e  18 44 7
e  76 86 7
e  43 89 -2
e  9 53 1
e  61 90 -3
e  22 61 -2
e  30 40 -1
