c Minimum Spanning Tree
c
c nodes:  2000 ; arcs:  40000 ; cost range:  -5 - 10
c
p mst  2000 40000
e  0 1 0
e  0 2 -4
e  0 3 -3
e  1 4 -4
e  1 5 5
e  2 6 0
e  0 7 -5
e  6 8 3
e  5 9 6
e  7 10 -3
e  4 11 0
e  6 12 6
e  12 13 8
e  13 14 8
e  12 15 9
e  13 16 7
e  14 17 4
e  5 18 7
e  14 19 1
e  8 20 0
e  13 21 -4
e  0 22 -5
e  3 23 -5
e  13 24 -3
e  6 25 3
e  18 26 -4
e  22 27 5
e  20 28 8
e  4 29 -2
e  0 30 8
e  30 31 8
e  29 32 -4
e  22 33 5
e  7 34 6
e  19 35 2
e  15 36 3
e  10 37 10
e  9 38 -3
e  3 39 2
e  11 40 1
e  23 41 7
e  4 42 5
e  5 43 4
e  16 44 -1
e  35 45 6
e  0 46 2
e  34 47 5
e  29 48 6
e  8 49 2
e  23 50 4
e  6 51 -1
e  20 52 10
e  14 53 -5
e  33 54 2
e  8 55 7
e  48 56 -3
e  29 57 3
e  51 58 1
e  10 59 -5
e  46 60 9
e  33 61 5
e  51 62 6
e  5 63 -4
e  57 64 8
e  53 65 4
e  14 66 -5
e  26 67 -5
e  36 68 10
e  62 69 5
e  60 70 5
e  22 71 2
e  39 72 5
e  18 73 9
e  12 74 0
e  32 75 10
e  48 76 3
e  35 77 9
e  66 78 -5
e  0 79 1
e  35 80 -5
e  63 81 9
e  29 82 4
e  22 83 3
e  71 84 7
e  83 85 9
e  56 86 4
e  31 87 5
e  84 88 0
e  11 89 3
e  89 90 8
e  44 91 1
e  21 92 1
e  4 93 -1
e  40 94 5
e  26 95 3
e  76 96 1
e  50 97 1
e  63 98 10
e  65 99 6
e  81 100 5
e  4 101 -4
e  4 102 -1
e  56 103 -3
e  95 104 7
e  82 105 4
e  67 106 -2
e  49 107 0
e  95 108 0
e  104 109 5
e  7 110 7
e  71 111 4
e  38 112 -2
e  98 113 6
e  56 114 1
e  89 115 7
e  55 116 0
e  17 117 5
e  42 118 5
e  114 119 -1
e  84 120 1
e  18 121 -4
e  76 122 -2
e  50 123 -1
e  119 124 2
e  36 125 10
e  33 126 9
e  100 127 0
e  94 128 1
e  39 129 8
e  127 130 -3
e  117 131 2
e  105 132 3
e  98 133 3
e  98 134 -5
e  13 135 2
e  80 136 -5
e  9 137 6
e  111 138 4
e  131 139 9
e  131 140 -1
e  87 141 0
e  46 142 5
e  63 143 8
e  42 144 6
e  51 145 -4
e  107 146 8
e  108 147 0
e  100 148 7
e  120 149 -4
e  146 150 10
e  147 151 10
e  119 152 10
e  121 153 -5
e  61 154 9
e  42 155 9
e  5 156 -2
e  104 157 -5
e  46 158 -2
e  114 159 5
e  151 160 -4
e  63 161 -2
e  36 162 -1
e  66 163 5
e  128 164 -4
e  1 165 1
e  140 166 0
e  12 167 10
e  127 168 2
e  41 169 8
e  82 170 0
e  156 171 2
e  25 172 -5
e  6 173 7
e  46 174 2
e  103 175 -3
e  99 176 0
e  129 177 -1
e  165 178 -4
e  173 179 -5
e  3 180 10
e  126 181 5
e  165 182 4
e  139 183 7
e  55 184 10
e  52 185 4
e  20 186 4
e  163 187 10
e  123 188 7
e  17 189 -1
e  16 190 7
e  34 191 8
e  41 192 -1
e  60 193 2
e  158 194 1
e  122 195 10
e  100 196 5
e  175 197 -4
e  77 198 -5
e  188 199 0
e  70 200 0
e  77 201 -1
e  59 202 1
e  9 203 -1
e  34 204 -2
e  78 205 -3
e  97 206 -1
e  24 207 -3
e  39 208 4
e  111 209 10
e  150 210 8
e  32 211 8
e  195 212 -5
e  81 213 4
e  164 214 -5
e  141 215 -3
e  146 216 10
e  36 217 -4
e  80 218 7
e  111 219 -2
e  35 220 6
e  188 221 1
e  34 222 1
e  77 223 3
e  71 224 10
e  109 225 -1
e  97 226 6
e  6 227 2
e  4 228 -1
e  185 229 -4
e  54 230 9
e  40 231 -5
e  185 232 -2
e  4 233 2
e  1 234 0
e  225 235 0
e  1 236 1
e  63 237 1
e  73 238 0
e  77 239 -5
e  20 240 -3
e  131 241 -4
e  150 242 0
e  109 243 -1
e  189 244 9
e  231 245 8
e  4 246 -2
e  168 247 9
e  0 248 -4
e  204 249 4
e  63 250 -4
e  243 251 -1
e  79 252 -3
e  248 253 4
e  46 254 4
e  188 255 1
e  73 256 10
e  234 257 9
e  224 258 7
e  118 259 9
e  170 260 -1
e  63 261 10
e  7 262 5
e  35 263 9
e  210 264 -4
e  19 265 -4
e  228 266 0
e  1 267 6
e  251 268 10
e  53 269 -5
e  105 270 -5
e  14 271 6
e  200 272 -4
e  186 273 5
e  17 274 5
e  129 275 9
e  269 276 9
e  43 277 -5
e  117 278 -5
e  184 279 8
e  68 280 10
e  268 281 7
e  1 282 9
e  206 283 0
e  251 284 0
e  239 285 7
e  180 286 5
e  54 287 -2
e  144 288 1
e  130 289 5
e  227 290 10
e  138 291 9
e  178 292 0
e  29 293 5
e  224 294 9
e  155 295 8
e  165 296 -3
e  240 297 -1
e  182 298 -3
e  144 299 8
e  9 300 6
e  77 301 8
e  54 302 -2
e  268 303 5
e  296 304 9
e  292 305 7
e  146 306 0
e  46 307 -4
e  41 308 2
e  7 309 -1
e  217 310 0
e  200 311 9
e  203 312 -1
e  162 313 4
e  287 314 0
e  39 315 6
e  153 316 7
e  213 317 8
e  19 318 10
e  274 319 -5
e  317 320 -1
e  273 321 1
e  236 322 3
e  256 323 -1
e  303 324 -5
e  81 325 9
e  242 326 5
e  34 327 8
e  139 328 1
e  266 329 9
e  261 330 10
e  300 331 -3
e  167 332 -3
e  31 333 5
e  115 334 -2
e  90 335 8
e  31 336 0
e  176 337 -3
e  266 338 5
e  232 339 -1
e  21 340 2
e  286 341 -4
e  307 342 4
e  181 343 4
e  333 344 6
e  37 345 4
e  128 346 -1
e  188 347 -4
e  226 348 -4
e  325 349 0
e  275 350 10
e  134 351 -5
e  242 352 -2
e  187 353 7
